"Numéro de mesure";"Longitude";"Latitude";"Position";"Insee";"Adresse";"Complément";"Code postal";"Commune";"Date de mesure";"Mesure réalisée";"Rapport";"Conformité de la mesure";"Niveau global";"Type d'environnement";"laboratoire";"DECT (Téléphone domestique)";"Radiodiffusion sonore (FM – RNT)";"Services HF";"PMR (Réseaux radio mobile professionnels)";"PMR - balises";"Radars - balises - FH";"Radar - BLR (Wimax)- FH";"TV";"Réseaux locaux radioélectriques ou Wifi";"TM 700 (Téléphonie Mobile en 700 MHz)_mesuré";"TM 700 (Téléphonie Mobile en 700 MHz)_extrapolé";"TM 800_mesuré";"TM 800_extrapolé";"TM 900_mesuré";"TM 900_extrapolé";"TM 1800_mesuré";"TM 1800_extrapolé";"TM 2100_mesuré";"TM 2100_extrapolé";"TM 2600_mesuré";"TM 2600_extrapolé";"TM 3600_mesuré";"TM 3600_extrapolé";"Cumul_CasB";"Cumul_CasB_TM";"Ratio_Ecart_CasA_CasB_%"
"17789";"-0,598889";"44,814722";"44°48'52.999N 0°35'56.000W";"33522";"Rue Lavoisier";"Ecole maternelle Albert Camus, dans la cour de récréation 2, sous le préau";"33400";"TALENCE";"26/08/2009";"En extérieur";"FicheMesure17789.pdf";"Oui";"0,15";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"0,1";"";"";"0,08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,128062";"";"14,625"
"17793";"-0,590278";"44,788889";"44°47'20.000N 0°35'25.001W";"33522";"Rue Alfred de Musset";"École maternelle Pablo Picasso : Dans la cour de l'école, au niveau du tourniquet pour les 2-6 ans.";"33400";"TALENCE";"26/08/2009";"En extérieur";"FicheMesure17793.pdf";"Oui";"0,76";"Rue / Route / Parking";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"";"";"";"";"0,17";"";"";"";"";"";"";"";"";"";"0,39";"";"1,49";"";"0,39";"";"";"";"";"0,17";"";"77,632"
"17794";"1,845";"45,170833";"45°10'14.999N 1°50'42.000E";"19084";"Rue Lieu dit Le Vialard";"Devant l'entrée principale de la maison (côté de la grange)";"19380";"FORGES";"30/06/2009";"En extérieur";"FicheMesure17794.pdf";"Oui";"0";"Rue / Route / Parking";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17796";"-0,653889";"44,842778";"44°50'34.001N 0°39'14.000W";"33281";"Rue Passage Roland Dorgelès";"École maternelle Pont de Madame : Dans la cour de récréation, à côté du petit train.";"33700";"MERIGNAC";"28/08/2009";"En extérieur";"FicheMesure17796.pdf";"Oui";"0";"Rue / Route / Parking";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,21";"";"0,3";"";"0,32";"";"";"";"";"";"";""
"17799";"-0,59";"44,805278";"44°48'19.001N 0°35'24.000W";"33522";"Rue Gorges Lasserre";"École maternelle Georges Lasserre : Au fond de la cour de récréation, devant les jeux.";"33400";"TALENCE";"25/08/2009";"En extérieur";"FicheMesure17799.pdf";"Oui";"0,33";"Rue / Route / Parking";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,24";"";"0,25";"";"0,15";"";"";"";"";"";"";""
"17806";"-0,560278";"44,803889";"44°48'14.000N 0°33'37.001W";"33039";"Rue Charles Lamoureux";"Crèche 3 P'tits Tours, dans la cour de récréation, côté nord";"33130";"BEGLES";"25/08/2009";"En intérieur";"FicheMesure17806.pdf";"Oui";"0,25";"Lieu d'habitation";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,52";"";"0,27";"";"0,18";"";"";"";"";"";"";""
"17809";"-0,534722";"44,798333";"44°47'53.999N 0°32'4.999W";"33039";"Rue Des frères Lumières";"A l'entrée du Service du parc automobile de Bordeaux Métropole";"33130";"BEGLES";"25/08/2009";"En extérieur";"FicheMesure17809.pdf";"Oui";"1,1";"Rue / Route / Parking";"AEXPERTISE";"";"0,13";"0,06";"";"0,15";"";"";"0,06";"";"";"";"";"";"";"1,58";"";"2,23";"";"0,49";"";"";"";"";"0,21587";"";"80,375"
"17819";"-0,584444";"44,820278";"44°49'13.001N 0°35'3.998W";"33522";"Rue Jean Iriquin";"Groupe scolaire Gambetta, dans la bibliothèque, devant la fenêtre à côté de l'entrée";"33400";"TALENCE";"25/08/2009";"En intérieur";"FicheMesure17819.pdf";"Oui";"0,41";"Lieu d'habitation";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,25";"";"0,51";"";"0,63";"";"";"";"";"";"";""
"17820";"-0,585278";"44,820278";"44°49'13.001N 0°35'7.001W";"33522";"Place Aristide Briand";"Square Felhmann, dans l'espace de Jeux des 2-5 ans";"33400";"TALENCE";"25/08/2009";"En extérieur";"FicheMesure17820.pdf";"Oui";"0,99";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"";"";"";"0,06";"";"";"";"";"";"";"0,39";"";"1,58";"";"1,84";"";"";"";"";"0,06";"";"93,939"
"17827";"-0,585";"44,820278";"44°49'13.001N 0°35'6.000W";"33522";"Place Aristide Briand";"Square Felhmann, dans la halte garderie, devant la porte";"33400";"TALENCE";"25/08/2009";"En intérieur";"FicheMesure17827.pdf";"Oui";"0,22";"Lieu d'habitation";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,22";"";"0,19";"";"0,14";"";"";"";"";"";"";""
"17828";"-0,591111";"44,813889";"44°48'50.000N 0°35'28.000W";"33522";"Rue Renaudel";"L'Ilot des Enfants, dans la cour, côté est";"33400";"TALENCE";"27/08/2009";"En extérieur";"FicheMesure17828.pdf";"Oui";"0,08";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,15";"";"";"";"0,07";"";"";"";"";"";"";""
"17829";"-0,591111";"44,813889";"44°48'50.000N 0°35'28.000W";"33522";"Rue Renaudel";"L'Ilot des Enfants, dans la salle d'accueil";"33400";"TALENCE";"27/08/2009";"En intérieur";"FicheMesure17829.pdf";"Oui";"0,11";"Lieu d'habitation";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,06";"";"";"";"";"";"";"";"";"";"";""
"17830";"-0,584722";"44,82";"44°49'12.000N 0°35'4.999W";"33522";"Rue Jean Iriquin";"Groupe scolaire Gambetta, école primaire, à l'angle nord-est du préau";"33400";"TALENCE";"25/08/2009";"En extérieur";"FicheMesure17830.pdf";"Oui";"0,67";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,69";"";"0,88";"";"1,02";"";"";"";"";"";"";""
"17852";"-0,538333";"44,8025";"44°48'9.000N 0°32'17.999W";"33039";"Avenue Pierre Mendès-France";"Bègles Plage, plaine des sports, sur l'aire de pique-nique ouest";"33130";"BEGLES";"25/08/2009";"En extérieur";"FicheMesure17852.pdf";"Oui";"1,18";"Divers";"AEXPERTISE";"";"0,12";"";"";"0,06";"";"";"0,12";"";"";"";"";"";"";"0,8";"";"1,86";"";"1,82";"";"";"";"";"0,18";"";"84,746"
"17854";"-0,558611";"44,798056";"44°47'53.002N 0°33'31.000W";"33039";"Rue Ferdinand Buisson";"Ecole maternelle Ferdinand Buisson, dans la cour de récréation";"33130";"BEGLES";"27/08/2009";"En extérieur";"FicheMesure17854.pdf";"Oui";"0,13";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"";"";"";"0,06";"";"";"";"";"";"";"0,11";"";"0,07";"";"";"";"";"";"";"0,06";"";"53,846"
"17855";"-0,086944";"44,696111";"44°41'46.000N 0°5'12.998W";"33506";"Le Closet";"Stade municipal, à l'entrée sud-ouest du stade";"33540";"SAUVETERRE DE GUYENNE";"27/08/2009";"En extérieur";"FicheMesure17855.pdf";"Oui";"0,78";"Rue / Route / Parking";"AEXPERTISE";"";"";"0,07";"";"";"";"";"";"";"";"";"";"";"";"1,8";"";"";"";"";"";"";"";"";"0,07";"";"91,026"
"17856";"-0,558333";"44,799722";"44°47'58.999N 0°33'29.999W";"33039";"Rue Ferdinand Buisson";"Ecole primaire Ferdinand Buisson, dans la classe 5";"33130";"BEGLES";"27/08/2009";"En intérieur";"FicheMesure17856.pdf";"Oui";"0,15";"Lieu d'habitation";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,11";"";"0,1";"";"";"";"";"";"";"";"";""
"17857";"-0,085";"44,696111";"44°41'46.000N 0°5'6.000W";"33506";"Le Closet";"Collège Robert Barrière, sur le parking situé à l'arrière du bâtiment D";"33540";"SAUVETERRE DE GUYENNE";"27/08/2009";"En extérieur";"FicheMesure17857.pdf";"Oui";"0,53";"Rue / Route / Parking";"AEXPERTISE";"";"";"0,07";"";"";"";"";"";"";"";"";"";"";"";"0,9";"";"";"";"";"";"";"";"";"0,07";"";"86,792"
"17859";"-0,54";"44,802222";"44°48'7.999N 0°32'24.000W";"33039";"Rue Gaston Monmousseau";"Rue Gaston Monmousseau, devant l'entrée des jardins familiaux";"33130";"BEGLES";"25/08/2009";"En extérieur";"FicheMesure17859.pdf";"Oui";"0,83";"Rue / Route / Parking";"AEXPERTISE";"";"0,21";"";"";"";"";"";"0,35";"";"";"";"";"";"";"0,75";"";"0,94";"";"0,53";"";"";"";"";"0,408167";"";"50,823"
"17860";"-0,630556";"44,844167";"44°50'39.001N 0°37'50.002W";"33063";"Avenue de Caudéran";"Résidence du Clos Montesquieu, bâtiment 9, 8ème étage, chez Mme CHABENAT, sur la terrasse";"33200";"BORDEAUX";"26/08/2009";"En intérieur";"FicheMesure17860.pdf";"Oui";"0,54";"Lieu d'habitation";"AEXPERTISE";"0,16";"0,15";"0,06";"";"";"";"";"0,22";"";"";"";"";"";"";"0,17";"";"0,25";"";"0,18";"";"";"";"";"0,316386";"";"41,41"
"17861";"-0,630833";"44,843889";"44°50'38.000N 0°37'50.999W";"33063";"Avenue de Caudéran";"Résidence du Clos Montesquieu, bâtiment 10, 3ème étage, chez Mme MARQUAIS, sur la terrasse";"33200";"BORDEAUX";"26/08/2009";"En intérieur";"FicheMesure17861.pdf";"Oui";"0,37";"Lieu d'habitation";"AEXPERTISE";"0,37";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,45";"";"0,37";"";"0,28";"";"";"";"";"0,37";"";"0"
"17874";"-0,697222";"44,857222";"44°51'25.999N 0°41'49.999W";"33200";"Rue Toussaint Catros";"Thales Avionics, bâtiment E, rez-de-chaussée, au pied de l'antenne indoor";"33185";"HAILLAN";"26/08/2009";"En intérieur";"FicheMesure17874.pdf";"Oui";"1,19";"Lieu d'habitation";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3,28";"";"";"";"";"";"";"";"";"";"";""
"17875";"-0,695833";"44,853333";"44°51'11.999N 0°41'44.999W";"33200";"Rue Toussaint Catros";"Thales Avionics, devant l'entrée du bâtiment E";"33185";"HAILLAN";"26/08/2009";"En extérieur";"FicheMesure17875.pdf";"Oui";"0,18";"Rue / Route / Parking";"AEXPERTISE";"";"";"0,07";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,07";"";"61,111"
"17944";"1,360278";"44,02";"44°1'12.000N 1°21'37.001E";"82121";"Avenue Gambetta";"Résidence Gambetta, au 6ème étage, chez M. et Mme FISCHER, dans le salon";"82000";"MONTAUBAN";"15/09/2009";"En intérieur";"FicheMesure17944.pdf";"Oui";"0,7";"Lieu d'habitation";"AEXPERTISE";"0,22";"";"";"";"";"";"0,08";"";"";"";"";"";"";"";"1,07";"";"0,19";"";"0,49";"";"";"";"";"0,234094";"";"66,558"
"17996";"-0,600278";"44,813056";"44°48'47.002N 0°36'1.001W";"33522";"Avenue de la Vieille Tour";"Crèche C.D.E.F, dans le hall d'entrée";"33400";"TALENCE";"27/08/2009";"En intérieur";"FicheMesure17996.pdf";"Oui";"0";"Lieu d'habitation";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17997";"-0,600278";"44,813056";"44°48'47.002N 0°36'1.001W";"33522";"Avenue Vieille Tour";"Crèche C.D.E.F, dans le parc de jeux des Grands";"33400";"TALENCE";"27/08/2009";"En extérieur";"FicheMesure17997.pdf";"Oui";"0";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18022";"-0,568889";"44,838611";"44°50'19.000N 0°34'8.000W";"33063";"Place du Palais";"Au 5ème étage, M. BOUGNIOT, à l'étage, dans la mezzanine";"33000";"BORDEAUX";"15/09/2009";"En intérieur";"FicheMesure18022.pdf";"Oui";"0,47";"Lieu d'habitation";"AEXPERTISE";"0,08";"0,12";"";"";"0,11";"";"";"0,35";"";"";"";"";"";"";"0,19";"";"0,14";"";"0,14";"";"";"";"";"0,394208";"";"16,126"
"18023";"-0,580278";"44,823889";"44°49'26.000N 0°34'49.001W";"33063";"Cours de l'Argonne";"Institut Bergonié, Laboratoire de recherche, 2ème étage, dans le bureau du secrétariat";"33000";"BORDEAUX";"15/09/2009";"En intérieur";"FicheMesure18023.pdf";"Oui";"1,24";"Lieu d'habitation";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,66";"";"1,71";"";"0,59";"";"";"";"";"";"";""
"18027";"0,311944";"44,443889";"44°26'38.000N 0°18'42.998E";"47110";"Le Clerc";"Chez M. PAPA, à l'angle sud de la maison";"47400";"GONTAUD DE NOGARET";"16/09/2009";"En extérieur";"FicheMesure18027.pdf";"Oui";"0,19";"Divers";"AEXPERTISE";"0,15";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,28";"";"";"";"0,14";"";"";"";"";"0,15";"";"21,053"
"18028";"0,312222";"44,443333";"44°26'35.999N 0°18'43.999E";"47110";"Le Clerc";"Chez M. PAPA, devant le poulailler";"47400";"GONTAUD DE NOGARET";"16/09/2009";"En extérieur";"FicheMesure18028.pdf";"Oui";"0,24";"Divers";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,3";"";"";"";"0,56";"";"";"";"";"";"";""
"18035";"-0,600556";"44,836667";"44°50'12.001N 0°36'2.002W";"33063";"Avenue d'Arès";"Au 1er étage, chez Mme DUVIAU, sur le balcon de la chambre-bureau";"33000";"BORDEAUX";"15/09/2009";"En extérieur";"FicheMesure18035.pdf";"Oui";"0,31";"Divers";"AEXPERTISE";"0,11";"";"";"";"";"";"";"0,16";"";"";"";"";"";"";"0,25";"";"0,28";"";"0,41";"";"";"";"";"0,194165";"";"37,366"
"18039";"1,476111";"44,048333";"44°2'53.999N 1°28'34.000E";"82161";"Chemin de Gamot";"Lieu-dit Boudou, devant l'entrée du n°381";"82410";"SAINT ETIENNE DE TULMONT";"16/09/2009";"En extérieur";"FicheMesure18039.pdf";"Oui";"0,27";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,31";"";"";"";"";"";"";"";"";"";"";""
"18042";"1,476667";"44,048056";"44°2'53.002N 1°28'36.001E";"82161";"Chemin de Gamot";"Lieu-dit Boudou, devant la maison située entre le n°370 et le n°522";"82410";"SAINT ETIENNE DE TULMONT";"16/09/2009";"En extérieur";"FicheMesure18042.pdf";"Oui";"0,35";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,45";"";"";"";"";"";"";"";"";"";"";""
"18043";"1,615";"44,173889";"44°10'26.000N 1°36'54.000E";"82179";"Route de Saint-Cirq";"Stade municipal, au pied du futur pylône";"82240";"SEPTFONDS";"17/09/2009";"En extérieur";"FicheMesure18043.pdf";"Oui";"0";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18052";"-0,497778";"43,883333";"43°52'59.999N 0°29'52.001W";"40192";"Avenue du Président John Kennedy";"en face de la station service Intermarché";"40000";"MONT DE MARSAN";"22/09/2009";"En extérieur";"FicheMesure18052.pdf";"Oui";"0,43";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,82";"";"";"";"";"";"";""
"18054";"-0,498889";"43,881944";"43°52'54.998N 0°29'56.000W";"40192";"Boulevard des Pyrénées";"devant le n°18 du boulevard des Pyrénées";"40000";"MONT DE MARSAN";"22/09/2009";"En extérieur";"FicheMesure18054.pdf";"Oui";"0,53";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,18";"";"";"";"";"";"";""
"18075";"-0,465";"43,906111";"43°54'22.000N 0°27'54.000W";"40192";"Rue Léon Jouhaux";"devant le portail situé en face du terrain de tennis";"40000";"MONT DE MARSAN";"23/09/2009";"En extérieur";"FicheMesure18075.pdf";"Oui";"0,49";"Rue / Route / Parking";"AEXPERTISE";"";"";"0,06";"";"";"";"";"";"";"";"";"";"";"";"0,93";"";"";"";"0,16";"";"";"";"";"0,06";"";"87,755"
"18076";"-0,508611";"43,896111";"43°53'46.000N 0°30'31.000W";"40192";"Rue Eugène Dauba";"A l'angle de la rue Claudie de Gressot";"40000";"MONT DE MARSAN";"23/09/2009";"En extérieur";"FicheMesure18076.pdf";"Oui";"0,47";"Rue / Route / Parking";"AEXPERTISE";"";"0,19";"";"";"";"";"";"";"";"";"";"";"";"";"0,9";"";"0,28";"";"0,18";"";"";"";"";"0,19";"";"59,574"
"18077";"-0,51";"43,895556";"43°53'44.002N 0°30'36.000W";"40192";"Rue Eugène Dauba";"face à l'entrée du Parc Technique Municipal";"40000";"MONT DE MARSAN";"23/09/2009";"En extérieur";"FicheMesure18077.pdf";"Oui";"0,6";"Rue / Route / Parking";"AEXPERTISE";"";"0,12";"";"";"";"";"";"";"";"";"";"";"";"";"1,19";"";"0,19";"";"0,2";"";"";"";"";"0,12";"";"80"
"18078";"-0,4775";"43,8825";"43°52'57.000N 0°28'39.000W";"40192";"Rue William";"devant le n°18 de la rue William";"40000";"MONT DE MARSAN";"22/09/2009";"En extérieur";"FicheMesure18078.pdf";"Oui";"1,59";"Rue / Route / Parking";"AEXPERTISE";"";"2,09";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,27";"";"0,39";"";"";"";"";"2,09";"";"-31,447"
"18079";"-0,475278";"43,883611";"43°53'1.000N 0°28'31.001W";"40192";"Rue Alfred et Paul Jardon";"en face du n°8 de la rue Alfred et Paul Jardon";"40000";"MONT DE MARSAN";"22/09/2009";"En extérieur";"FicheMesure18079.pdf";"Oui";"1,23";"Rue / Route / Parking";"AEXPERTISE";"";"1,29";"";"";"";"";"";"";"";"";"";"";"";"";"0,09";"";"0,34";"";"0,63";"";"";"";"";"1,29";"";"-4,878"
"18080";"-0,503333";"43,899722";"43°53'58.999N 0°30'11.999W";"40192";"Place Gilbert Loubès";"Quartier de l'Argenté, devant l'école maternelle";"40000";"MONT DE MARSAN";"23/09/2009";"En extérieur";"FicheMesure18080.pdf";"Oui";"0,95";"Rue / Route / Parking";"AEXPERTISE";"";"1,22";"";"";"";"";"0,06";"";"";"";"";"";"";"";"0,1";"";"";"";"";"";"";"";"";"1,221475";"";"-28,576"
"18081";"-0,463889";"43,889444";"43°53'21.998N 0°27'50.000W";"40192";"Avenue du Midou";"Sur le parking situé en face de l'impasse des Erables";"40000";"MONT DE MARSAN";"22/09/2009";"En extérieur";"FicheMesure18081.pdf";"Oui";"0,5";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,44";"";"0,53";"";"0,31";"";"";"";"";"";"";""
"18084";"-0,585";"44,845278";"44°50'43.001N 0°35'6.000W";"33063";"Rue Rodrigues Pereire";"Au rez-de-chaussée, chez Mme DEVIN, dans le salon - salle à manger";"33000";"BORDEAUX";"15/09/2009";"En intérieur";"FicheMesure18084.pdf";"Oui";"0,2";"Lieu d'habitation";"AEXPERTISE";"0,55";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,14";"";"0,1";"";"0,13";"";"";"";"";"0,55";"";"-175"
"18131";"0,482222";"44,853889";"44°51'14.000N 0°28'55.999E";"24037";"Rue Place Gambetta";"Sur le trottoir, devant l'école maternelle Gambetta";"24100";"BERGERAC";"22/09/2009";"En extérieur";"FicheMesure18131.pdf";"Oui";"0,37";"Rue / Route / Parking";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"";"";"";"";"0,08";"";"";"";"";"";"";"";"";"";"0,31";"";"0,29";"";"0,11";"";"";"";"";"0,08";"";"78,378"
"18132";"-1,1425";"44,634167";"44°38'3.001N 1°8'33.000W";"33529";"Rue Jean Beyrie";"Sur le trottoir, devant le portail d'entrée.";"33260";"TESTE DE BUCH";"11/09/2009";"En extérieur";"FicheMesure18132.pdf";"Oui";"1,25";"Rue / Route / Parking";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"0,15";"";"";"";"";"";"0,07";"";"";"";"";"";"";"";"1,45";"";"0,52";"";"0,68";"";"";"";"";"0,165529";"";"86,758"
"18133";"-0,619722";"44,838611";"44°50'19.000N 0°37'10.999W";"33281";"Avenue d'Arès";"Chez Mr et Mme STRANIG : Au 1er étage, dans la chambre du fils.";"33700";"MERIGNAC";"31/08/2009";"En intérieur";"FicheMesure18133.pdf";"Oui";"0";"Lieu d'habitation";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"";"";"";"";"";"";"0,07";"";"";"";"";"";"";"";"0,06";"";"";"";"";"";"";"";"";"0,07";"";""
"18135";"-0,753056";"45,198056";"45°11'53.002N 0°45'11.002W";"33314";"Rue du Petit Monde";"Ecole élémentaire Hauteville : Sur le parking, devant l'école (angle rue du Petit Monde et Impasse Lemire)";"33250";"PAUILLAC";"21/09/2009";"En extérieur";"FicheMesure18135.pdf";"Oui";"0,34";"Rue / Route / Parking";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,2";"";"0,26";"";"0,3";"";"";"";"";"";"";""
"18136";"-0,756944";"45,199444";"45°11'57.998N 0°45'24.998W";"33314";"Avenue du Général Leclerc";"Sur le trottoir";"33250";"PAUILLAC";"21/09/2009";"En extérieur";"FicheMesure18136.pdf";"Oui";"0,39";"Rue / Route / Parking";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,34";"";"0,23";"";"0,16";"";"";"";"";"";"";""
"18150";"1,372778";"43,793056";"43°47'35.002N 1°22'22.001E";"31118";"Route de Bouloc";"1106,route de Bouloc,sur le chemin menant au domicile de Mr Vacquie Maille,face au portail du n°1070";"31620";"CASTELNAU D ESTRETEFONDS";"25/09/2009";"En extérieur";"FicheMesure18150.pdf";"Oui";"0,84";"Divers";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"";"";"";"0,06";"";"";"";"";"";"";"";"";"";"";"0,73";"";"0,7";"";"0,76";"";"";"";"";"0,06";"";"92,857"
"18152";"1,3725";"43,968889";"43°58'8.000N 1°22'21.000E";"82121";"Chemin de Vignarnaud";"En extérieur,façade Sud Sud-Est face à la fenêtre de la chambre du rez de chaussée";"82000";"MONTAUBAN";"24/09/2009";"En intérieur";"FicheMesure18152.pdf";"Oui";"2,29";"Lieu d'habitation";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"";"1,8";"";"0,06";"0,07";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,80236";"";"21,294"
"18169";"1,460833";"44,049167";"44°2'57.001N 1°27'38.999E";"82161";"Rue de la Mairie";"Mesure dans la cour de l'école Saint Joseph";"82410";"SAINT ETIENNE DE TULMONT";"14/09/2009";"En extérieur";"FicheMesure18169.pdf";"Oui";"0,4";"Rue / Route / Parking";"EMITECH Mesures Orgeval";"";"";"0,1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,62";"";"";"";"";"";"";"0,1";"";"75"
"18255";"0,623056";"43,933889";"43°56'2.000N 0°37'23.002E";"32208";"Place du Général de Gaulle";"entre le puits et la rue Nationale";"32700";"LECTOURE";"07/10/2009";"En extérieur";"FicheMesure18255.pdf";"Oui";"0,75";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,59";"";"1,15";"";"0,27";"";"";"";"";"";"";""
"18257";"0,623333";"43,932778";"43°55'58.001N 0°37'23.999E";"32208";"Rue Fontélie";"en face de la rue Diane";"32700";"LECTOURE";"07/10/2009";"En extérieur";"FicheMesure18257.pdf";"Oui";"0,36";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,14";"";"0,49";"";"0,43";"";"";"";"";"";"";""
"18264";"-0,493889";"43,895";"43°53'42.000N 0°29'38.000W";"40192";"Avenue du Maréchal Foch";"Devant l'entrée de la Chambre de Commerce et d'Industrie (CCI)";"40000";"MONT DE MARSAN";"22/09/2009";"En extérieur";"FicheMesure18264.pdf";"Oui";"0,66";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,06";"";"1,55";"";"0,36";"";"";"";"";"";"";""
"18265";"-0,496389";"43,886389";"43°53'11.000N 0°29'47.000W";"40192";"Rue Pierre Lisse";"devant le n°65 de la rue Pierre Lisse";"40000";"MONT DE MARSAN";"23/09/2009";"En extérieur";"FicheMesure18265.pdf";"Oui";"0,93";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,88";"";"1,09";"";"0,18";"";"";"";"";"";"";""
"18426";"1,87";"45,3725";"45°22'21.000N 1°52'12.000E";"19062";"LA QUEYRIE";"dans le bois, sur le chemin d'accès aux antennes";"19800";"CORREZE";"02/10/2009";"En extérieur";"FicheMesure18426.pdf";"Oui";"3";"Divers";"AEXPERTISE";"";"2,72";"0,12";"";"";"";"";"";"";"";"";"";"";"";"0,25";"";"";"";"";"";"";"";"";"2,722646";"";"9,245"
"18428";"1,870278";"45,372222";"45°22'19.999N 1°52'13.001E";"19062";"LA QUEYRIE";"chez Mme PESCHEL, au 1er étage, dans la chambre n°1";"19800";"CORREZE";"02/10/2009";"En intérieur";"FicheMesure18428.pdf";"Oui";"0,85";"Lieu d'habitation";"AEXPERTISE";"";"1,01";"";"";"";"";"";"";"";"";"";"";"";"";"0,2";"";"";"";"";"";"";"";"";"1,01";"";"-18,824"
"18511";"2,026389";"44,354444";"44°21'15.998N 2°1'35.000E";"12300";"Rue des Vignes";"devant le n°11 de la rue des Vignes";"12200";"VILLEFRANCHE DE ROUERGUE";"27/10/2009";"En extérieur";"FicheMesure18511.pdf";"Oui";"0,52";"Rue / Route / Parking";"AEXPERTISE";"";"0,1";"";"";"";"";"";"";"";"";"";"";"";"";"0,76";"";"0,09";"";"0,32";"";"";"";"";"0,1";"";"80,769"
"18512";"2,032222";"44,354444";"44°21'15.998N 2°1'55.999E";"12300";"Chemin de Bel-Air";"Devant le n°22 du chemin de Bel-Air";"12200";"VILLEFRANCHE DE ROUERGUE";"27/10/2009";"En extérieur";"FicheMesure18512.pdf";"Oui";"0,69";"Rue / Route / Parking";"AEXPERTISE";"";"0,18";"";"";"";"";"";"";"";"";"";"";"";"";"0,87";"";"0,11";"";"0,59";"";"";"";"";"0,18";"";"73,913"
