"Numéro de mesure";"Longitude";"Latitude";"Position";"Insee";"Adresse";"Complément";"Code postal";"Commune";"Date de mesure";"Mesure réalisée";"Rapport";"Conformité de la mesure";"Niveau global";"Type d'environnement";"laboratoire";"DECT (Téléphone domestique)";"Radiodiffusion sonore (FM – RNT)";"Services HF";"PMR (Réseaux radio mobile professionnels)";"PMR - balises";"Radars - balises - FH";"Radar - BLR (Wimax)- FH";"TV";"Réseaux locaux radioélectriques ou Wifi";"TM 700 (Téléphonie Mobile en 700 MHz)_mesuré";"TM 700 (Téléphonie Mobile en 700 MHz)_extrapolé";"TM 800_mesuré";"TM 800_extrapolé";"TM 900_mesuré";"TM 900_extrapolé";"TM 1800_mesuré";"TM 1800_extrapolé";"TM 2100_mesuré";"TM 2100_extrapolé";"TM 2600_mesuré";"TM 2600_extrapolé";"TM 3600_mesuré";"TM 3600_extrapolé";"Cumul_CasB";"Cumul_CasB_TM";"Ratio_Ecart_CasA_CasB_%";"CV_services_CasB"
"168833";"2,420965";"45,314854";"45°18'53.474N 2°25'15.474E";"15019";"Les Fonds du Loup Nord";"";"15240";"BASSIGNAC";"17/09/2021";"En extérieur";"RPUB_142151.pdf";"Oui";"0,55";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"168839";"-0,562969";"44,889054";"44°53'20.594N 0°33'46.688W";"33063";"Rue du Grand Barail";"";"33000";"BORDEAUX";"03/09/2021";"En extérieur";"RPUB_142094.pdf";"Oui";"2,47";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"0,47";"";"0,9";"";"1,67";"";"0,41";"";"0,79";"";"0,48";"";"0,62";"";"2,28622";"2,28622";"7,441";"0,532046"
"168870";"2,384827";"44,887757";"44°53'15.925N 2°23'5.377E";"15267";"Rue du Lac Guéry";"";"15130";"YTRAC";"23/09/2021";"En extérieur";"RPUB_142149.pdf";"Oui";"0,58";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"168882";"-0,566771";"44,816627";"44°48'59.857N 0°34'0.376W";"33063";"Rue des Poilus 1914-1918";"";"33800";"BORDEAUX";"17/09/2021";"En extérieur";"RPUB_142307.pdf";"Oui";"1,3";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"168905";"1,561978";"45,160994";"45°9'39.578N 1°33'43.121E";"19123";"Rue Réjane";"";"19360";"MALEMORT";"24/09/2021";"En extérieur";"RPUB_142296.pdf";"Oui";"0,68";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169078";"1,101551";"44,706822";"44°42'24.559N 1°6'5.584E";"24151";"Route des Deux Calvaires";"";"24170";"DOISSAT";"07/10/2021";"En intérieur";"RPUB_142461.pdf";"Oui";"0,25";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"0,07";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,07";"";"72";"0"
"169106";"-0,375402";"44,692386";"44°41'32.590N 0°22'31.447W";"33241";"Chemin de Charron";"";"33550";"LESTIAC SUR GARONNE";"08/10/2021";"En extérieur";"RPUB_142498.pdf";"Oui";"0,13";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169110";"1,513796";"45,174429";"45°10'27.944N 1°30'49.666E";"19031";"Rue du Commandant Marchal";"";"19100";"BRIVE LA GAILLARDE";"06/10/2021";"En extérieur";"RPUB_142500.pdf";"Oui";"0,87";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169118";"0,872016";"44,808891";"44°48'32.008N 0°52'19.258E";"24068";"Le Pech d'Arthur";"";"24480";"BUISSON DE CADOUIN";"13/09/2021";"En intérieur";"RPUB_142474.pdf";"Oui";"0,13";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169137";"1,456768";"44,754586";"44°45'16.510N 1°27'24.365E";"46334";"Chemin de la Grave Haute";"";"46300";"VIGAN";"06/10/2021";"En intérieur";"RPUB_142499.pdf";"Oui";"0,16";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169213";"-0,421451";"44,825135";"44°49'30.486N 0°25'17.224W";"33061";"Chemin de Tournon";"";"33370";"BONNETAN";"24/09/2021";"En extérieur";"RPUB_142577.pdf";"Oui";"0,71";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169215";"0,123231";"44,517472";"44°31'2.899N 0°7'23.632E";"47233";"Route de Bordeaux";"";"47180";"SAINTE BAZEILLE";"23/09/2021";"En extérieur";"RPUB_142588.pdf";"Oui";"0,73";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169221";"-0,62743";"44,94816";"44°56'53.376N 0°37'38.748W";"33322";"Chemin Palus";"";"33290";"PIAN MEDOC";"24/09/2021";"En extérieur";"RPUB_142578.pdf";"Oui";"0,53";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169226";"-0,442493";"44,868843";"44°52'7.835N 0°26'32.975W";"33330";"Avenue du Périgord";"";"33370";"POMPIGNAC";"24/09/2021";"En extérieur";"RPUB_142579.pdf";"Oui";"0,83";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169230";"0,551057";"44,209756";"44°12'35.122N 0°33'3.805E";"47040";"Chemin de Révignan";"";"47310";"BRAX";"23/09/2021";"En extérieur";"RPUB_142587.pdf";"Oui";"0,44";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169233";"0,615273";"44,204568";"44°12'16.445N 0°36'54.983E";"47001";"Boulevard de la république";"";"47000";"AGEN";"23/09/2021";"En extérieur";"RPUB_142586.pdf";"Oui";"1,1";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169235";"-0,451748";"44,919342";"44°55'9.631N 0°27'6.293W";"33433";"Rue des Bruyères";"";"33450";"SAINT LOUBES";"24/09/2021";"En extérieur";"RPUB_142580.pdf";"Oui";"1,1";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169237";"-0,383971";"44,913675";"44°54'49.230N 0°23'2.296W";"33483";"Rue du Puits Artésien";"";"33450";"SAINT SULPICE ET CAMEYRAC";"24/09/2021";"En extérieur";"RPUB_142581.pdf";"Oui";"1,11";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169296";"-0,502314";"44,758543";"44°45'30.755N 0°30'8.330W";"33349";"Chemin de Joset et Anicet";"";"33360";"QUINSAC";"15/10/2021";"En extérieur";"RPUB_142702.pdf";"Oui";"0,66";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169325";"-1,120949";"44,614192";"44°36'51.091N 1°7'15.416W";"33529";"Avenue Vulcain";"";"33260";"TESTE DE BUCH";"21/10/2021";"En extérieur";"RPUB_142660.pdf";"Oui";"1,05";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169328";"1,514097";"45,175158";"45°10'30.569N 1°30'50.749E";"19031";"Chemin des Crêtes";"";"19100";"BRIVE LA GAILLARDE";"14/10/2021";"En extérieur";"RPUB_142701.pdf";"Oui";"0,63";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169343";"2,580886";"44,289099";"44°17'20.756N 2°34'51.190E";"12133";"Les Cans";"";"12450";"LUC LA PRIMAUBE";"11/10/2021";"En extérieur";"RPUB_142696.pdf";"Oui";"0,33";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169361";"-0,587093";"44,836882";"44°50'12.775N 0°35'13.535W";"33063";"Rue Corps Franc Pommies";"";"33000";"BORDEAUX";"01/10/2021";"En extérieur";"RPUB_142738.pdf";"Oui";"0,79";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169414";"-0,660421";"44,778878";"44°46'43.961N 0°39'37.516W";"33318";"Avenue Jean Perrin";"";"33600";"PESSAC";"22/10/2021";"En extérieur";"RPUB_142792.pdf";"Oui";"0,74";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169420";"-0,256684";"44,295563";"44°17'44.027N 0°15'24.062W";"33095";"Chemin des Résineux";"";"33840";"CAPTIEUX";"15/10/2021";"En extérieur";"RPUB_142793.pdf";"Oui";"0,72";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169421";"0,706137";"45,175248";"45°10'30.893N 0°42'22.093E";"24138";"Rue du Camp de César";"";"24660";"COULOUNIEIX CHAMIERS";"25/10/2021";"En extérieur";"RPUB_142787.pdf";"Oui";"1,71";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169438";"-0,265103";"44,202181";"44°12'7.852N 0°15'54.371W";"33095";"A la gare du Poteau";"";"33840";"CAPTIEUX";"15/10/2021";"En extérieur";"RPUB_142794.pdf";"Oui";"0,41";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169472";"-0,423828";"44,825897";"44°49'33.229N 0°25'25.781W";"33061";"Avenue de l'Entre Deux Mers";"";"33370";"BONNETAN";"22/10/2021";"En extérieur";"RPUB_142832.pdf";"Oui";"1,09";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169481";"-0,711625";"44,865934";"44°51'57.362N 0°42'41.850W";"33449";"Avenue de Capeyron";"";"33160";"SAINT MEDARD EN JALLES";"22/10/2021";"En extérieur";"RPUB_142833.pdf";"Oui";"1,29";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169495";"-1,045642";"44,623707";"44°37'25.345N 1°2'44.311W";"33527";"Rue de la Mission";"";"33470";"TEICH";"21/10/2021";"En extérieur";"RPUB_142837.pdf";"Oui";"0,43";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169496";"-0,468229";"44,86749";"44°52'2.964N 0°28'5.624W";"33554";"Rue Aliénor d'Aquitaine";"";"33370";"YVRAC";"22/10/2021";"En extérieur";"RPUB_142838.pdf";"Oui";"1,54";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169507";"-1,06869";"44,613052";"44°36'46.987N 1°4'7.284W";"33199";"Allée Blaise Pascal";"";"33470";"GUJAN MESTRAS";"21/10/2021";"En extérieur";"RPUB_142836.pdf";"Oui";"1,21";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169510";"-0,763121";"44,807604";"44°48'27.374N 0°45'47.236W";"33422";"Tretind d'Illaguet";"";"33127";"SAINT JEAN D ILLAC";"21/10/2021";"En extérieur";"RPUB_142834.pdf";"Oui";"0,73";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169517";"-0,383724";"44,913818";"44°54'49.745N 0°23'1.406W";"33483";"Rue du Jaugaret";"";"33450";"SAINT SULPICE ET CAMEYRAC";"22/10/2021";"En extérieur";"RPUB_142835.pdf";"Oui";"0,96";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169525";"-1,135327";"44,768778";"44°46'7.601N 1°8'7.177W";"33011";"Rue Aristide Briand";"";"33740";"ARES";"21/10/2021";"En extérieur";"RPUB_142839.pdf";"Oui";"0,63";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169583";"2,182072";"44,992453";"44°59'32.831N 2°10'55.459E";"15094";"Entraygues";"";"15150";"LAROQUEBROU";"27/10/2021";"En extérieur";"RPUB_142950.pdf";"Oui";"0,32";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169591";"1,707308";"45,161458";"45°9'41.249N 1°42'26.309E";"19156";"Puy Redon";"";"19190";"PALAZINGES";"27/10/2021";"En extérieur";"RPUB_142951.pdf";"Oui";"0,51";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169634";"-0,484219";"44,778651";"44°46'43.144N 0°29'3.188W";"33234";"Route de Cénac";"";"33360";"LATRESNE";"30/09/2021";"En extérieur";"RPUB_143028.pdf";"Oui";"1,09";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169670";"-0,599703";"44,832867";"44°49'58.321N 0°35'58.931W";"33063";"Rue de Lescure";"";"33000";"BORDEAUX";"29/10/2021";"En extérieur";"RPUB_143099.pdf";"Oui";"1,35";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169701";"-0,575043";"44,872921";"44°52'22.516N 0°34'30.155W";"33063";"Rue du Jonc";"";"33300";"BORDEAUX";"29/10/2021";"En extérieur";"RPUB_143100.pdf";"Oui";"1,64";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169714";"-0,523414";"44,75517";"44°45'18.612N 0°31'24.290W";"33080";"Rue du port de Grima";"";"33140";"CADAUJAC";"29/09/2021";"En extérieur";"RPUB_143027.pdf";"Oui";"1,91";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169730";"1,626874";"43,845568";"43°50'44.045N 1°37'36.746E";"81106";"Capello";"";"81800";"GRAZAC";"29/10/2021";"En extérieur";"RPUB_143010.pdf";"Oui";"0,95";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169744";"-0,582711";"44,803236";"44°48'11.650N 0°34'57.760W";"33522";"Rue Blumerel";"";"33400";"TALENCE";"29/10/2021";"En extérieur";"RPUB_143101.pdf";"Oui";"1,34";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169762";"1,948298";"44,156476";"44°9'23.314N 1°56'53.873E";"82088";"Fontaine de Ginestous";"";"82250";"LAGUEPIE";"02/11/2021";"En extérieur";"RPUB_143127.pdf";"Oui";"0,13";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169799";"-0,58677";"44,832611";"44°49'57.400N 0°35'12.372W";"33063";"Rue Jean Renaud Dandicolle";"";"33000";"BORDEAUX";"29/10/2021";"En intérieur";"RPUB_143212.pdf";"Oui";"0,04";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169818";"1,453993";"45,200607";"45°12'2.185N 1°27'14.375E";"19246";"Route de Prach";"";"19240";"SAINT VIANCE";"28/10/2021";"En extérieur";"RPUB_143223.pdf";"Oui";"0,88";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"0,26";"";"0,49";"";"0,36";"";"0,15";"";"0,08";"";"0,2";"";"";"";"0,711477";"0,711477";"19,15";"0,529768"
"169830";"-0,58677";"44,832611";"44°49'57.400N 0°35'12.372W";"33063";"Rue Jean Renaud Dandicolle";"";"33000";"BORDEAUX";"29/10/2021";"En intérieur";"RPUB_143211.pdf";"Oui";"0,8";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"0,1";"";"0,13";"";"0,17";"";"0,7";"";"0,25";"";"0,36";"";"0,12";"";"0,867352";"0,867352";"-8,419";"0,756628"
"169834";"1,488283";"45,070452";"45°4'13.627N 1°29'17.819E";"19147";"La Brousse";"";"19600";"NESPOULS";"28/10/2021";"En extérieur";"RPUB_143189.pdf";"Oui";"0,16";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169835";"0,706655";"44,265611";"44°15'56.200N 0°42'23.958E";"47019";"Place des Platanes";"";"47480";"BAJAMONT";"07/10/2021";"En extérieur";"RPUB_143165.pdf";"Oui";"0,45";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"";"";"";"";"";"";"";"0,21";"";"0,24";"";"0,33";"";"";"";"";"";"";"";"";"";"0,458912";"0,458912";"-1,98";"0,196116"
"169837";"-0,561438";"44,841107";"44°50'27.985N 0°33'41.177W";"33063";"Allée Serr";"";"33100";"BORDEAUX";"29/10/2021";"En intérieur";"RPUB_143210.pdf";"Oui";"2,59";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169862";"-0,393974";"44,81467";"44°48'52.812N 0°23'38.306W";"33061";"Allée du Pas Douen";"";"33370";"BONNETAN";"22/10/2021";"En intérieur";"RPUB_143191.pdf";"Oui";"0,12";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169872";"0,708578";"44,265369";"44°15'55.328N 0°42'30.881E";"47019";"Route du Lac";"";"47480";"BAJAMONT";"07/10/2021";"En intérieur";"RPUB_143164.pdf";"Oui";"0,29";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"0,06";"";"";"";"0,1";"";"";"";"";"";"";"";"";"";"0,116619";"0,116619";"59,787";"0,25"
"169914";"1,428866";"44,882892";"44°52'58.411N 1°25'43.918E";"24089";"Rue Rouillon";"";"24370";"CAZOULES";"25/10/2021";"En intérieur";"RPUB_143306.pdf";"Oui";"0,31";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"0,27";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,27";"";"12,903";"0"
"169916";"1,4288";"44,882959";"44°52'58.652N 1°25'43.680E";"24089";"Rue A. Rouillon";"";"24370";"CAZOULES";"25/10/2021";"En extérieur";"RPUB_143263.pdf";"Oui";"0,13";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169946";"-0,229405";"45,01593";"45°0'57.348N 0°13'45.858W";"33442";"1 Le Canton";"";"33910";"SAINT MARTIN DE LAYE";"22/10/2021";"En extérieur";"RPUB_143192.pdf";"Oui";"0,14";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"170024";"0,672568";"44,229434";"44°13'45.962N 0°40'21.245E";"47209";"Rue des Loriots";"";"47480";"PONT DU CASSE";"05/11/2021";"En intérieur";"RPUB_143408.pdf";"Oui";"0,01";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"170034";"0,672568";"44,229434";"44°13'45.962N 0°40'21.245E";"47209";"Rue des Loriots";"";"47480";"PONT DU CASSE";"05/11/2021";"En extérieur";"RPUB_143407.pdf";"Oui";"0,18";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"170070";"-0,522268";"44,686767";"44°41'12.361N 0°31'20.165W";"33213";"Allée des Lettres Persanes";"";"33650";"BREDE";"10/11/2021";"En extérieur";"RPUB_143442.pdf";"Oui";"0,45";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"170201";"-0,630017";"44,843556";"44°50'36.802N 0°37'48.061W";"33281";"Rue Pierre Curie";"";"33700";"MERIGNAC";"10/11/2021";"En extérieur";"RPUB_143575.pdf";"Oui";"0,31";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"170212";"-0,586241";"44,844714";"44°50'40.970N 0°35'10.468W";"33063";"Rue Saint Luce";"";"33000";"BORDEAUX";"10/11/2021";"En extérieur";"RPUB_143571.pdf";"Oui";"0,91";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"170215";"-0,613593";"44,849853";"44°50'59.471N 0°36'48.935W";"33063";"Place Frédéric Ozanam";"";"33200";"BORDEAUX";"10/11/2021";"En extérieur";"RPUB_143572.pdf";"Oui";"0,66";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"170225";"-0,578113";"44,800626";"44°48'2.254N 0°34'41.207W";"33522";"Rue des anciens combattants d'Afrique du Nord";"";"33400";"TALENCE";"18/11/2021";"En intérieur";"RPUB_143588.pdf";"Oui";"0,37";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"0,11";"0,1";"";"0,17";"";"0,27";"";"0,09";"";"";"";"0,07";"";"";"";"0,37";"0,35327";"0";"0,50194"
"170235";"-1,078388";"44,733267";"44°43'59.761N 1°4'42.197W";"33005";"Boulevard du Marechal Juin";"";"33510";"ANDERNOS LES BAINS";"10/11/2021";"En extérieur";"RPUB_143573.pdf";"Oui";"1,32";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"170238";"-1,122405";"44,776236";"44°46'34.450N 1°7'20.658W";"33011";"Lotissement Zone d'activités";"";"33740";"ARES";"10/11/2021";"En extérieur";"RPUB_143574.pdf";"Oui";"0,8";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"170248";"-0,671657";"44,829715";"44°49'46.974N 0°40'17.965W";"33281";"Rue Isaak Newton";"";"33700";"MERIGNAC";"15/11/2021";"En intérieur";"RPUB_143615.pdf";"Oui";"0,38";"Locaux professionnels non accessibles au public";"EXEM";"";"";"";"";"";"";"";"0,16";"";"0,07";"";"0,12";"";"0,17";"";"0,14";"";"0,09";"";"0,06";"";"0,06";"";"0,329697";"0,288271";"13,238";"0,385872"
"170265";"0,759306";"45,181528";"45°10'53.501N 0°45'33.502E";"24053";"Place NELSON MANDELA";"";"24750";"BOULAZAC ISLE MANOIRE";"16/11/2021";"En intérieur";"RPUB_143590.pdf";"Oui";"0,34";"Locaux professionnels non accessibles au public";"APAVE Parisienne - Paris 17";"0,01";"0,02";"0";"0,03";"0,03";"0,04";"0";"0,02";"0,21";"0,01";"";"0,03";"";"0,05";"";"0,04";"";"0,02";"";"0,01";"";"0,04";"";"0,235797";"0,084853";"30,648";"1,355262"
"170269";"1,540889";"45,162592";"45°9'45.331N 1°32'27.200E";"19031";"Boulevard DU CARDINAL DUBOIS";"";"19100";"BRIVE LA GAILLARDE";"16/11/2021";"En intérieur";"RPUB_143591.pdf";"Oui";"0,33";"Locaux professionnels non accessibles au public";"APAVE Parisienne - Paris 17";"0,01";"0,02";"0";"0,03";"0,02";"0,04";"0";"0,02";"0,1";"0,01";"";"0,04";"";"0,01";"";"0,02";"";"0,02";"";"0,01";"";"0,04";"";"0,134536";"0,065574";"59,231";"0,950795"
"170299";"-0,355704";"44,646399";"44°38'47.036N 0°21'20.534W";"33327";"Rue du Mayne d'Anice";"";"33720";"PODENSAC";"19/11/2021";"En intérieur";"RPUB_143648.pdf";"Oui";"0,06";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"170355";"2,112306";"43,917472";"43°55'2.899N 2°6'44.302E";"81284";"Allée DU COMMERCE";"";"81990";"SEQUESTRE";"17/11/2021";"En intérieur";"RPUB_143702.pdf";"Oui";"0,69";"Locaux professionnels non accessibles au public";"APAVE Parisienne - Paris 17";"0,01";"0,02";"0";"0,02";"0,03";"0,04";"0";"0,03";"0,3";"0,4";"";"0,12";"";"0,27";"";"0,29";"";"0,1";"";"0,16";"";"0,04";"";"0,680368";"0,607124";"1,396";"1,100723"
"170370";"1,375278";"44,034056";"44°2'2.602N 1°22'31.001E";"82121";"Avenue DE PARIS";"";"82000";"MONTAUBAN";"17/11/2021";"En intérieur";"RPUB_143705.pdf";"Oui";"0,49";"Locaux professionnels non accessibles au public";"APAVE Parisienne - Paris 17";"0,01";"0,02";"0";"0,03";"0,03";"0,04";"0";"0,03";"0,13";"0,23";"";"0,23";"";"0,17";"";"0,15";"";"0,12";"";"0,13";"";"0,05";"";"0,461194";"0,437035";"5,879";"0,901777"
"170371";"2,560194";"44,357722";"44°21'27.799N 2°33'36.698E";"12202";"Rue DE ROME";"";"12000";"RODEZ";"17/11/2021";"En intérieur";"RPUB_143703.pdf";"Oui";"0,6";"Locaux professionnels non accessibles au public";"APAVE Parisienne - Paris 17";"0,01";"0,02";"0";"0,03";"0,03";"0,04";"0";"0,02";"0,27";"0,07";"";"0,17";"";"0,13";"";"0,21";"";"0,18";"";"0,13";"";"0,04";"";"0,472123";"0,381707";"21,313";"0,978199"
"170396";"1,68666";"43,768995";"43°46'8.382N 1°41'11.976E";"81271";"Impasse Charcot";"";"81370";"SAINT SULPICE LA POINTE";"25/11/2021";"En extérieur";"RPUB_143749.pdf";"Oui";"0,51";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"0,3";"";"0,07";"";"0,28";"";"0,2";"";"0,06";"";"";"";"";"";"0,465725";"0,465725";"8,681";"0,556439"
