"Numéro de mesure";"Longitude";"Latitude";"Position";"Insee";"Adresse";"Complément";"Code postal";"Commune";"Date de mesure";"Mesure réalisée";"Rapport";"Conformité de la mesure";"Niveau global";"Type d'environnement";"laboratoire";"DECT (Téléphone domestique)";"Radiodiffusion sonore (FM – RNT)";"Services HF";"PMR (Réseaux radio mobile professionnels)";"PMR - balises";"Radars - balises - FH";"Radar - BLR (Wimax)- FH";"TV";"Réseaux locaux radioélectriques ou Wifi";"TM 700 (Téléphonie Mobile en 700 MHz)_mesuré";"TM 700 (Téléphonie Mobile en 700 MHz)_extrapolé";"TM 800_mesuré";"TM 800_extrapolé";"TM 900_mesuré";"TM 900_extrapolé";"TM 1800_mesuré";"TM 1800_extrapolé";"TM 2100_mesuré";"TM 2100_extrapolé";"TM 2600_mesuré";"TM 2600_extrapolé";"TM 3600_mesuré";"TM 3600_extrapolé";"Cumul_CasB";"Cumul_CasB_TM";"Ratio_Ecart_CasA_CasB_%"
"137362";"7,224112";"48,926863";"48°55'36.707N 7°13'26.803E";"67514";"Rue de Weislingen";"";"67430";"WALDHAMBACH";"07/08/2018";"En intérieur";"R_SO6540_5_3PUB.pdf";"Oui";"0,14";"Lieu d'habitation";"EXEM";"0,05";"";"0,05";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,070711";"";"49,492"
"137366";"7,205615";"48,924149";"48°55'26.936N 7°12'20.214E";"67514";"Rue du Vercors";"";"67430";"WALDHAMBACH";"06/08/2018";"En extérieur";"R_SO6540_5_6PUB.pdf";"Oui";"0,09";"Rue / Route / Parking";"EXEM";"";"";"0,13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,13";"";"-44,444"
"137614";"7,709119";"48,58335";"48°35'0.060N 7°42'32.828E";"67482";"Chemin du Cuivre";"";"67200";"STRASBOURG";"06/09/2018";"En intérieur";"R_SO6575_3_4PUB.pdf";"Oui";"0,33";"Locaux professionnels non accessibles au public";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"0,11";"";"0,1";"";"0,06";"";"0,06";"";"0,12";"";"";"";"0,209045";"0,209045";"36,653"
"137632";"7,430019";"48,1064";"48°6'23.040N 7°25'48.068E";"68366";"Rue du Stade";"";"68320";"WICKERSCHWIHR";"06/09/2018";"En intérieur";"R_SO6583_5_1PUB.pdf";"Oui";"0,24";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"137633";"7,709677";"48,583833";"48°35'1.799N 7°42'34.837E";"67482";"Chemin du Cuivre";"";"67200";"STRASBOURG";"06/09/2018";"En extérieur";"R_SO6575_3_1PUB.pdf";"Oui";"1,31";"Lieu d'habitation";"EXEM";"";"";"0,06";"";"";"";"";"";"0,05";"";"";"1,01";"";"0,31";"";"0,22";"";"0,15";"";"0,32";"";"";"";"1,138244";"1,135562";"13,111"
"137639";"7,664208";"48,49154";"48°29'29.544N 7°39'51.149E";"67268";"Place Schubert";"";"67640";"LIPSHEIM";"06/09/2018";"En intérieur";"R_SO6591_2_1PUB.pdf";"Oui";"0,21";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"137648";"7,710149";"48,583457";"48°35'0.445N 7°42'36.536E";"67482";"Chemin du Cuivre";"";"67200";"STRASBOURG";"06/09/2018";"En intérieur";"R_SO6575_3_3PUB.pdf";"Oui";"1,54";"Lieu d'habitation";"EXEM";"";"0,07";"0,05";"";"";"";"";"";"";"";"";"0,92";"";"0,96";"";"0,15";"";"0,37";"";"0,45";"";"";"";"1,461951";"1,459418";"5,068"
"137668";"7,70766";"48,583719";"48°35'1.388N 7°42'27.576E";"67482";"Rue de l'Engelbreit";"";"67200";"STRASBOURG";"06/09/2018";"En intérieur";"R_SO6575_3_6PUB.pdf";"Oui";"0,15";"Commerce (Centre commercial, …";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,16";"";"";"";"0,16";"0,16";"-6,667"
"137688";"6,315336";"49,452971";"49°27'10.696N 6°18'55.210E";"57371";"Rue Basse";"";"57480";"HAUTE KONTZ";"07/09/2018";"En intérieur";"R_SO6583_2_3PUB.pdf";"Oui";"0,2";"Lieu d'habitation";"EXEM";"";"";"0,37";"";"";"";"";"";"0,13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,392173";"";"-96,087"
"137879";"6,698914";"49,131064";"49°7'51.830N 6°41'56.090E";"57606";"Rue des Oeillets";"";"57500";"SAINT AVOLD";"07/09/2018";"En intérieur";"R_SO6583_2_2PUB.pdf";"Oui";"0,21";"Lieu d'habitation";"EXEM";"0,06";"";"0,37";"";"";"";"";"";"0,09";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,385487";"";"-83,565"
"138075";"6,123805";"48,299918";"48°17'59.705N 6°7'25.698E";"88304";"Rue Paul Hilaire";"";"88500";"MIRECOURT";"20/09/2018";"En extérieur";"R_SO6583_7_2PUB.pdf";"Oui";"0,41";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"138098";"6,132517";"48,300946";"48°18'3.406N 6°7'57.061E";"88304";"Avenue Foch";"";"88500";"MIRECOURT";"20/09/2018";"En extérieur";"R_SO6583_7_1PUB.pdf";"Oui";"0,06";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"138220";"6,158459";"49,12999";"49°7'47.964N 6°9'30.452E";"57463";"Route de Lorry";"";"57050";"METZ";"18/09/2018";"En intérieur";"R_SO6615_4_1PUB.pdf";"Oui";"0,68";"Lieu d'habitation";"EXEM";"";"";"0,28";"";"";"";"";"";"";"";"";"0,17";"";"0,29";"";"0,15";"";"0,17";"";"0,56";"";"";"";"0,745922";"0,691375";"-9,694"
"138598";"6,46127";"48,18551";"48°11'7.836N 6°27'40.572E";"88160";"Avenue des Provinces";"";"88000";"EPINAL";"20/09/2018";"En extérieur";"R_SO6621_4_1PUB.pdf";"Oui";"0,35";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"138663";"6,141872";"49,12127";"49°7'16.572N 6°8'30.739E";"57412";"Rue du Fort";"";"57050";"LONGEVILLE LES METZ";"18/09/2018";"En intérieur";"R_SO6632_1_1PUB.pdf";"Oui";"0,21";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"0,17";"";"";"0,06";"";"0,07";"";"";"";"";"";"";"";"";"";"0,193391";"0,092195";"7,909"
"138745";"6,09561";"48,797818";"48°47'52.145N 6°5'44.196E";"54351";"Chemin de la Fontaine à Vie";"";"54820";"MARBACHE";"19/09/2018";"En extérieur";"R_SO6615_2_2PUB.pdf";"Oui";"0,22";"Rue / Route / Parking";"EXEM";"";"";"0,15";"";"";"";"";"";"";"";"";"0,07";"";"0,11";"";"";"";"0,06";"";"";"";"";"";"0,207605";"0,143527";"5,634"
"138820";"7,702231";"48,604262";"48°36'15.343N 7°42'8.032E";"67343";"Allée Saint Sauveur Le Vicomte";"";"67205";"OBERHAUSBERGEN";"02/10/2018";"En extérieur";"R_SO6591_3_9PUB.pdf";"Oui";"0,34";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"0,07";"";"";"";"0,15";"";"0,16";"";"0,09";"";"0,06";"";"0,12";"";"";"";"0,281247";"0,272397";"17,28"
"149911";"7,683327";"48,608256";"48°36'29.722N 7°40'59.977E";"67343";"Place du Général Leclerc";"";"67205";"OBERHAUSBERGEN";"03/10/2018";"En extérieur";"R_SO6591_3_4PUB.pdf";"Oui";"0,13";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,12";"";"0,07";"";"";"";"";"";"";"";"0,138924";"0,138924";"-6,865"
"149928";"6,948638";"49,20946";"49°12'34.056N 6°56'55.097E";"57660";"Rue de la Frontière";"";"57350";"STIRING WENDEL";"19/09/2018";"En intérieur";"R_SO6615_4_3PUB.pdf";"Oui";"0,19";"Lieu d'habitation";"EXEM";"";"";"0,16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,16";"";"15,789"
"149932";"7,690794";"48,603772";"48°36'13.579N 7°41'26.858E";"67343";"Route de Saverne";"";"67205";"OBERHAUSBERGEN";"02/10/2018";"En extérieur";"R_SO6591_3_8PUB.pdf";"Oui";"0,21";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"0,08";"";"0,08";"";"0,07";"";"0,08";"";"";"";"";"";"0,155242";"0,155242";"26,075"
"149937";"6,095696";"48,794906";"48°47'41.662N 6°5'44.506E";"54351";"Voie de Liverdun";"";"54820";"MARBACHE";"19/09/2018";"En extérieur";"R_SO6615_2_1PUB.pdf";"Oui";"0,29";"Rue / Route / Parking";"EXEM";"";"";"0,12";"";"";"";"";"";"";"";"";"0,13";"";"0,28";"";"";"";"";"";"0,05";"";"";"";"0,334963";"0,31273";"-15,504"
"149952";"6,16509";"49,395502";"49°23'43.807N 6°9'54.324E";"57323";"Route de Thionville";"";"57330";"HETTANGE GRANDE";"19/09/2018";"En intérieur";"R_SO6615_4_2PUB.pdf";"Oui";"0,38";"Lieu d'habitation";"EXEM";"0,1";"0,09";"0,39";"";"";"";"";"";"0,12";"";"";"0,1";"";"0,16";"";"";"";"0,07";"";"";"";"";"";"0,474447";"0,201246";"-24,854"
"149960";"6,141829";"49,121123";"49°7'16.043N 6°8'30.584E";"57412";"Rue du Fort";"";"57050";"LONGEVILLE LES METZ";"18/09/2018";"En intérieur";"R_SO6583_1_1PUB.pdf";"Oui";"0,22";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"149961";"7,534475";"48,711339";"48°42'40.820N 7°32'4.110E";"67107";"Rue de Saverne";"";"67270";"DUNTZENHEIM";"02/10/2018";"En intérieur";"R_SO6632_2_1PUB.pdf";"Oui";"0,2";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"0,17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,17";"";"15"
"149965";"7,678821";"48,607745";"48°36'27.882N 7°40'43.756E";"67343";"Rue des Vignes";"";"67205";"OBERHAUSBERGEN";"03/10/2018";"En extérieur";"R_SO6591_3_3PUB.pdf";"Oui";"0,16";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,05";"";"";"";"";"";"";"";"";"";"0,05";"0,05";"68,75"
"149988";"7,694421";"48,614165";"48°36'50.994N 7°41'39.916E";"67296";"Rue Principale";"";"67206";"MITTELHAUSBERGEN";"02/10/2018";"En extérieur";"R_SO6666_1_1PUB.pdf";"Oui";"0,37";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"149992";"7,677319";"48,610994";"48°36'39.578N 7°40'38.348E";"67343";"Rue des Tourterelles";"";"67205";"OBERHAUSBERGEN";"02/10/2018";"En extérieur";"R_SO6591_3_1PUB.pdf";"Oui";"0,69";"Rue / Route / Parking";"EXEM";"";"0,07";"";"";"0,08";"";"";"0,09";"";"";"";"0,38";"";"0,3";"";"0,24";"";"0,16";"";"0,27";"";"";"";"0,640234";"0,6249";"7,212"
"150009";"6,694214";"49,207932";"49°12'28.555N 6°41'39.170E";"57160";"Rue de la mine";"";"57150";"CREUTZWALD";"19/09/2018";"En extérieur";"R_SO6583_2_1PUB.pdf";"Oui";"0,67";"Lieu d'habitation";"EXEM";"";"";"0,51";"";"";"";"";"";"";"";"";"0,17";"";"0,13";"";"";"";"0,07";"";"0,05";"";"";"";"0,559732";"0,230651";"16,458"
"150016";"6,957479";"49,195279";"49°11'43.004N 6°57'26.924E";"57659";"Rue du Père Allmang";"";"57350";"SPICHEREN";"02/10/2018";"En extérieur";"R_SO6660_1_1PUB.pdf";"Oui";"2,05";"Rue / Route / Parking";"EXEM";"";"0,07";"0,27";"";"";"";"";"0,06";"";"";"";"0,17";"";"0,6";"";"0,22";"";"1,42";"";"0,54";"";"";"";"1,681279";"1,656895";"17,986"
"150025";"7,681417";"48,610867";"48°36'39.121N 7°40'53.101E";"67343";"Chemin du Petit Escalier";"";"67205";"OBERHAUSBERGEN";"03/10/2018";"En extérieur";"R_SO6591_3_2PUB.pdf";"Oui";"0,8";"Rue / Route / Parking";"EXEM";"";"";"";"";"0,06";"";"";"0,09";"";"";"";"0,37";"";"0,32";"";"0,27";"";"0,16";"";"0,42";"";"";"";"0,72519";"0,717077";"9,351"
"150028";"7,680731";"48,607589";"48°36'27.320N 7°40'50.632E";"67343";"Rue des Magnolias";"";"67205";"OBERHAUSBERGEN";"03/10/2018";"En extérieur";"R_SO6591_3_5PUB.pdf";"Oui";"0,12";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"150042";"7,688305";"48,607227";"48°36'26.017N 7°41'17.898E";"67343";"Rue du Moulin";"";"67205";"OBERHAUSBERGEN";"02/10/2018";"En extérieur";"R_SO6591_3_7PUB.pdf";"Oui";"0,47";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"0,19";"";"0,12";"";"0,16";"";"0,18";"";"0,19";"";"";"";"0,380263";"0,380263";"19,093"
"150048";"7,684958";"48,606724";"48°36'24.206N 7°41'5.849E";"67343";"Rue du Général de Gaulle";"";"67205";"OBERHAUSBERGEN";"03/10/2018";"En extérieur";"R_SO6591_3_6PUB.pdf";"Oui";"0,15";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"0,06";"";"0,06";"";"";"";"";"";"0,05";"";"";"";"0,098489";"0,098489";"34,341"
"150049";"7,507439";"48,184816";"48°11'5.338N 7°30'26.780E";"67360";"Impasse du Merle";"";"67390";"OHNENHEIM";"03/10/2018";"En extérieur";"R_SO6591_3_10PUB.pdf";"Oui";"0,41";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"0,26";"";"0,27";"";"";"";"0,08";"";"";"";"";"";"0,383275";"0,383275";"6,518"
"150326";"6,176033";"48,680655";"48°40'50.358N 6°10'33.719E";"54395";"Rue Sainte Cécile";"";"54000";"NANCY";"05/11/2018";"En extérieur";"R_SO6732_1_1PUB.pdf";"Oui";"0,2";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"0,1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,1";"";"50"
"150353";"6,14198";"48,692823";"48°41'34.163N 6°8'31.128E";"54395";"Rue Guy Ropartz";"";"54000";"NANCY";"05/11/2018";"En extérieur";"R_SO6732_1_2PUB.pdf";"Oui";"0,4";"Rue / Route / Parking";"EXEM";"";"0,05";"0,11";"";"";"";"";"0,06";"";"";"";"0,13";"";"0,24";"";"0,15";"";"0,08";"";"0,17";"";"";"";"0,387943";"0,363731";"3,014"
"150431";"6,167085";"48,681618";"48°40'53.825N 6°10'1.506E";"54395";"Rue Pasteur";"";"54000";"NANCY";"06/11/2018";"En intérieur";"R_SO6795_5_2PUB.pdf";"Oui";"0,56";"Lieu d'habitation";"EXEM";"";"";"0,11";"";"";"";"";"";"0,61";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,619839";"";"-10,685"
"150438";"6,192834";"49,356838";"49°21'24.617N 6°11'34.202E";"57757";"Rue du Temple";"";"57970";"YUTZ";"21/11/2018";"En intérieur";"R_SO6816_2_1PUB.pdf";"Oui";"0,16";"Lieu d'habitation";"EXEM";"";"";"0,3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,3";"";"-87,5"
"150457";"6,426981";"48,184666";"48°11'4.798N 6°25'37.132E";"88209";"Rue des Tulipes";"";"88190";"GOLBEY";"26/11/2018";"En intérieur";"R_SO6757_1_1PUB.pdf";"Oui";"0,46";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"0,22";"";"0,26";"";"0,2";"";"0,14";"";"";"";"";"";"0,419047";"0,419047";"8,903"
"150649";"7,73622";"48,581739";"48°34'54.260N 7°44'10.392E";"67482";"Rue Saint-Michel";"";"67000";"STRASBOURG";"26/11/2018";"En intérieur";"R_SO6829_1_1PUB.pdf";"Oui";"6,47";"Lieu d'habitation";"EXEM";"0,16";"0,32";"";"";"";"0,28";"0,34";"0,35";"0,16";"";"";"2";"9,6";"3,21";"6,1";"0,97";"5,15";"1,61";"4,39";"4,09";"12,63";"";"";"5,919062";"5,879218";"8,515"
"150695";"6,174638";"48,674201";"48°40'27.124N 6°10'28.697E";"54395";"Rue Turinaz";"";"54000";"NANCY";"07/12/2018";"En intérieur";"R_SO6861_1_1PUB.pdf";"Oui";"1,04";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"150700";"6,425929";"48,183979";"48°11'2.324N 6°25'33.344E";"88209";"Rue des Bruyères";"";"88190";"GOLBEY";"10/12/2018";"En intérieur";"R_SO6757_1_2PUB.pdf";"Oui";"0,39";"Divers";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"0,15";"";"0,12";"";"0,26";"";"0,12";"";"0,06";"";"";"";"0,35";"0,35";"10,256"
"150721";"6,188056";"49,14675";"49°8'48.300N 6°11'17.002E";"57452";"Rue du trou aux serpents";"";"57140";"MAXE";"12/12/2018";"En intérieur";"18 750 LSO 24288 00 S.024.R001p.pdf";"Oui";"5,28";"Commerce (Centre commercial, …";"APAVE Parisienne - Paris 17";"0,06";"0,03";"0";"0,03";"0,01";"0,04";"0";"0,04";"0";"";"";"0,02";"";"0,01";"";"3,03";"";"2,41";"";"3,33";"";"";"";"5,107553";"5,106701";"3,266"
"150764";"6,114771";"49,147131";"49°8'49.672N 6°6'53.176E";"57415";"Chemin des Lavandières";"";"57050";"LORRY LES METZ";"17/12/2018";"En intérieur";"R_SO6938_1_1PUB.pdf";"Oui";"0,3";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"150771";"6,17378";"49,103488";"49°6'12.557N 6°10'25.608E";"57463";"Rue Kellermann";"";"57000";"METZ";"17/12/2018";"En intérieur";"R_SO6938_2_1PUB.pdf";"Oui";"1,18";"Lieu d'habitation";"EXEM";"";"0,07";"0,13";"";"0,14";"";"";"0,06";"";"";"";"0,42";"";"0,52";"";"0,3";"";"0,63";"";"0,17";"";"";"";"1,003793";"0,981122";"14,933"
"150789";"6,02716";"48,697561";"48°41'51.220N 6°1'37.776E";"54557";"Chemin des Chanelles";"";"54840";"BOIS DE HAYE";"17/12/2018";"En intérieur";"R_SO6936_1_1PUB.pdf";"Oui";"0,21";"Lieu d'habitation";"EXEM";"";"";"0,12";"";"";"";"";"";"0,14";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,184391";"";"12,195"
"150839";"6,11975";"48,76464";"48°45'52.704N 6°7'11.100E";"54430";"Rue de l'Avant Garde";"";"54340";"POMPEY";"03/01/2019";"En intérieur";"R_SO6795_5_1PUB.pdf";"Oui";"0,21";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"0,1";"";"";"";"";"";"0,05";"";"";"0,11";"";"0,11";"";"";"";"";"";"";"";"";"";"0,191572";"0,155563";"8,775"
"150863";"6,198883";"48,684001";"48°41'2.404N 6°11'55.979E";"54395";"Rue Baron Buquet";"";"54000";"NANCY";"18/12/2018";"En extérieur";"R_SO6922_1_1PUB.pdf";"Oui";"0,37";"Rue / Route / Parking";"EXEM";"";"0,11";"0,13";"";"";"";"";"0,2";"";"";"";"0,09";"";"0,11";"";"0,1";"";"0,06";"";"0,11";"";"";"";"0,338969";"0,214243";"8,387"
"150866";"6,184058";"48,689246";"48°41'21.286N 6°11'2.609E";"54395";"Rue du Docteur Schmitt";"";"54000";"NANCY";"17/12/2018";"En extérieur";"R_SO6922_1_2PUB.pdf";"Oui";"0,53";"Rue / Route / Parking";"EXEM";"";"";"0,11";"";"";"";"";"0,05";"0,11";"0,05";"";"0,21";"";"0,24";"";"0,16";"";"0,11";"";"0,2";"";"";"";"0,456727";"0,426497";"13,825"
"151080";"7,85883";"48,759067";"48°45'32.641N 7°51'31.788E";"67046";"Route de Strasbourg";"";"67240";"BISCHWILLER";"04/01/2019";"En intérieur";"R_SO6795_10_1PUB.pdf";"Oui";"0,15";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"";"";"";"";"";"0,07";"";"";"";"0,09";"";"0,1";"";"";"";"";"";"0,08";"";"";"";"0,171464";"0,156525";"-14,31"
"151090";"7,857349";"48,761069";"48°45'39.848N 7°51'26.456E";"67046";"Route de Strasbourg";"";"67240";"BISCHWILLER";"04/01/2019";"En intérieur";"R_SO6978_1_6PUB.pdf";"Oui";"0,15";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"151103";"7,508125";"48,54508";"48°32'42.288N 7°30'29.250E";"67300";"Route de Daschstein";"";"67120";"MOLSHEIM";"21/01/2019";"En intérieur";"R_SO6978_1_1PUB.pdf";"Oui";"0,45";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"0,48";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,48";"";"-6,667"
"151104";"7,051463";"48,72958";"48°43'46.488N 7°3'5.267E";"57630";"Avenue du Général de Gaulle";"";"57400";"SARREBOURG";"18/01/2019";"En intérieur";"R_SO6795_8_1PUB.pdf";"Oui";"0,29";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"";"";"";"";"";"";"0,27";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,27";"";"6,897"
"151108";"7,122746";"48,628236";"48°37'41.650N 7°7'21.886E";"57003";"Rue du Moulin de France";"";"57560";"ABRESCHVILLER";"24/01/2019";"En intérieur";"R_SO6795_8_3PUB.pdf";"Oui";"0,21";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"0,15";"";"0,1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,180278";"";"14,154"
"151109";"7,816494";"48,780684";"48°46'50.462N 7°48'59.378E";"67180";"Route de Haguenau";"";"67500";"HAGUENAU";"23/01/2019";"En intérieur";"R_SO6978_1_5PUB.pdf";"Oui";"0,94";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"0,06";"";"";"";"";"";"";"";"";"";"0,31";"";"0,67";"";"0,21";"";"0,2";"";"0,14";"";"";"";"0,807651";"0,805419";"14,08"
"151113";"7,157357";"48,647463";"48°38'50.867N 7°9'26.485E";"57742";"Rue du Plan d'Eau";"";"57870";"WALSCHEID";"23/01/2019";"En intérieur";"R_SO6976_1_2PUB.pdf";"Oui";"0,31";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"0,34";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,34";"";"-9,677"
"151116";"7,902882";"48,72798";"48°43'40.728N 7°54'10.375E";"67194";"Rue des Herons";"";"67850";"HERRLISHEIM";"23/01/2019";"En intérieur";"R_SO6978_1_3PUB.pdf";"Oui";"0,27";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"0,13";"";"0,15";"";"";"";"0,08";"";"0,11";"";"";"";"0,240624";"0,240624";"10,88"
"151118";"7,489822";"48,54253";"48°32'33.108N 7°29'23.359E";"67300";"Cours des Chartreux";"";"67120";"MOLSHEIM";"22/01/2019";"En intérieur";"R_SO6795_9_1PUB.pdf";"Oui";"1,27";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"";"";"";"";"";"";"0,07";"0,3";"";"";"";"0,39";"";"0,14";"";"0,74";"";"0,57";"";"";"";"1,067286";"1,064988";"15,962"
"151119";"7,490551";"48,48568";"48°29'8.448N 7°29'25.984E";"67045";"Rue de l'Hopital";"";"67870";"BISCHOFFSHEIM";"21/01/2019";"En intérieur";"R_SO6978_1_4PUB.pdf";"Oui";"0,46";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"0,37";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,37";"";"19,565"
"151120";"7,488964";"48,541898";"48°32'30.833N 7°29'20.270E";"67300";"Cours des chartreux";"";"67120";"MOLSHEIM";"22/01/2019";"En intérieur";"R_SO6795_9_2PUB.pdf";"Oui";"1,02";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"";"";"";"";"";"";"";"0,42";"";"";"";"0,39";"";"0,24";"";"0,37";"";"0,39";"";"";"";"0,821645";"0,821645";"19,447"
"151123";"7,123261";"48,702879";"48°42'10.364N 7°7'23.740E";"57505";"Route de Dabo";"";"57565";"NIDERVILLER";"24/01/2019";"En intérieur";"R_SO6795_8_2PUB.pdf";"Oui";"0,26";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"0,08";"";"0,1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,128062";"";"50,745"
"151124";"7,488985";"48,541912";"48°32'30.883N 7°29'20.346E";"67300";"Cours des chartreux";"";"67120";"MOLSHEIM";"22/01/2019";"En intérieur";"R_SO6795_9_3PUB.pdf";"Oui";"0,33";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"0,07";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,07";"";"78,788"
"151125";"7,149889";"48,654679";"48°39'16.844N 7°8'59.600E";"57742";"Rue de l'Eglise";"";"57870";"WALSCHEID";"23/01/2019";"En intérieur";"R_SO6976_1_3PUB.pdf";"Oui";"0,19";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"0,11";"";"";"";"";"";"";"";"";"";"";"0,18";"";"";"";"";"";"";"";"";"";"0,21095";"0,18";"-11,026"
"151126";"6,148503";"49,368506";"49°22'6.622N 6°8'54.611E";"57672";"2 bis Boucle Lamartine";"";"57100";"THIONVILLE";"25/01/2019";"En intérieur";"R_SO6976_1_1PUB.pdf";"Oui";"1,92";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"0,07";"0,18";"";"";"";"";"0,06";"";"";"";"0,12";"";"0,33";"";"1,02";"";"0,64";"";"1,22";"";"";"";"1,76142";"1,749771";"8,259"
"151184";"7,029083";"48,743802";"48°44'37.687N 7°1'44.699E";"57630";"Rue de Verdun";"";"57400";"SARREBOURG";"18/01/2019";"En intérieur";"R_SO6795_7_2PUB.pdf";"Oui";"1,68";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"1,65";"0,07";"";"";"";"";"0,13";"";"";"";"0,06";"";"0,17";"";"0,09";"";"0,09";"";"0,07";"";"";"";"1,672692";"0,231517";"0,435"
