"Numéro de mesure";"Longitude";"Latitude";"Position";"Insee";"Adresse";"Complément";"Code postal";"Commune";"Date de mesure";"Mesure réalisée";"Rapport";"Conformité de la mesure";"Niveau global";"Type d'environnement";"laboratoire";"DECT (Téléphone domestique)";"Radiodiffusion sonore (FM – RNT)";"Services HF";"PMR (Réseaux radio mobile professionnels)";"PMR - balises";"Radars - balises - FH";"Radar - BLR (Wimax)- FH";"TV";"Réseaux locaux radioélectriques ou Wifi";"TM 700 (Téléphonie Mobile en 700 MHz)_mesuré";"TM 700 (Téléphonie Mobile en 700 MHz)_extrapolé";"TM 800_mesuré";"TM 800_extrapolé";"TM 900_mesuré";"TM 900_extrapolé";"TM 1800_mesuré";"TM 1800_extrapolé";"TM 2100_mesuré";"TM 2100_extrapolé";"TM 2600_mesuré";"TM 2600_extrapolé";"TM 3600_mesuré";"TM 3600_extrapolé";"Cumul_CasB";"Cumul_CasB_TM";"Ratio_Ecart_CasA_CasB_%"
"9083";"6,168056";"48,699722";"48°41'58.999N 6°10'5.002E";"54395";"Rue Jacquinot";"Bureau du directeur au 3e étage";"54000";"NANCY";"24/08/2006";"En intérieur";"FicheMesure9083.pdf";"Oui";"0,86";"Lieu d'habitation";"BUREAU VERITAS - Région Nord Est - Strasbourg";"";"0,52";"0,13";"0,06";"";"";"";"0,17";"";"";"";"";"";"";"0,81";"";"0,44";"";"0,42";"";"";"";"";"0,565509";"";"34,243"
"9130";"6,181944";"48,6125";"48°36'45.000N 6°10'54.998E";"54328";"Rue Henri Moissan";"Zone Industrielle de Ludres";"54710";"LUDRES";"11/08/2006";"En extérieur";"FicheMesure9130.pdf";"Oui";"0,25";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,54";"";"0,15";"";"";"";"";"";"";"";"";"";"0,29";"";"0,21";"";"0,16";"";"";"";"";"0,560446";"";"-124,179"
"9155";"6,18";"49,280833";"49°16'50.999N 6°10'48.000E";"57582";"Centrale de Production Thermique de Richemont";"Espace extérieur devant les locaux Syndicaux";"57270";"RICHEMONT";"23/08/2006";"En intérieur";"FicheMesure9155.pdf";"Oui";"0,68";"Lieu d'habitation";"BUREAU VERITAS - Région Nord Est - Strasbourg";"";"0,06";"1,18";"";"";"";"";"0,12";"";"";"";"";"";"";"0,08";"";"0,07";"";"0,13";"";"";"";"";"1,187603";"";"-74,647"
"9156";"6,180278";"49,281111";"49°16'52.000N 6°10'49.001E";"57582";"Centrale de Production Thermique de Richemont";"3e étage - Bureau Administratif";"57270";"RICHEMONT";"23/08/2006";"En intérieur";"FicheMesure9156.pdf";"Oui";"0";"Lieu d'habitation";"BUREAU VERITAS - Région Nord Est - Strasbourg";"";"";"0,58";"";"";"";"";"0,16";"";"";"";"";"";"";"0,07";"";"";"";"0,17";"";"";"";"";"0,601664";"";""
"9242";"7,776667";"48,581667";"48°34'54.001N 7°46'36.001E";"67482";"Rue Pestalozzi";"5e étage - Appartement de Mme Rosse";"67000";"STRASBOURG";"15/09/2006";"En intérieur";"FicheMesure9242.pdf";"Oui";"0,49";"Lieu d'habitation";"BUREAU VERITAS - Région Nord Est - Strasbourg";"";"0,39";"0,18";"0,19";"";"";"";"";"";"";"";"";"";"";"0,5";"";"";"";"0,13";"";"";"";"";"0,469681";"";"4,147"
"9243";"7,768611";"48,5975";"48°35'51.000N 7°46'7.000E";"67482";"Rue Robert Schumann";"5e étage derrière les antennes";"67100";"STRASBOURG";"21/08/2006";"En intérieur";"FicheMesure9243.pdf";"Oui";"1,04";"Lieu d'habitation";"BUREAU VERITAS - Région Nord Est - Strasbourg";"";"";"";"0,08";"";"";"";"";"";"";"";"";"";"";"1,51";"";"0,68";"";"2";"";"";"";"";"0,08";"";"92,308"
"9244";"7,768333";"48,5975";"48°35'51.000N 7°46'5.999E";"67482";"Rue Robert Schumann";"Cour intérieur face aux antennes";"67100";"STRASBOURG";"21/08/2006";"En extérieur";"FicheMesure9244.pdf";"Oui";"0,84";"Rue / Route / Parking";"BUREAU VERITAS - Région Nord Est - Strasbourg";"";"0,16";"0,27";"0,28";"";"";"";"0,06";"";"";"";"";"";"";"0,91";"";"0,53";"";"0,32";"";"";"";"";"0,424853";"";"49,422"
"9245";"7,768889";"48,597222";"48°35'49.999N 7°46'8.000E";"67482";"Rue Robert Schumann";"Près des coursives - Acceuil Public";"67100";"STRASBOURG";"21/08/2006";"En extérieur";"FicheMesure9245.pdf";"Oui";"1,36";"Rue / Route / Parking";"BUREAU VERITAS - Région Nord Est - Strasbourg";"";"";"0,28";"0,23";"";"";"";"0,07";"";"";"";"";"";"";"3,64";"";"0,67";"";"0,4";"";"";"";"";"0,369053";"";"72,864"
"9278";"7,796389";"48,5775";"48°34'39.000N 7°47'47.000E";"67482";"Rue du Bassin de l'Industrie";"Ste SORRAL";"67000";"STRASBOURG";"03/10/2006";"En intérieur";"FicheMesure9278.pdf";"Oui";"1,44";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"0,69";"0,35";"";"";"";"";"";"";"";"";"";"";"";"0,12";"";"0,17";"";"0,07";"";"";"";"";"0,773692";"";"46,271"
"9279";"7,756389";"48,579722";"48°34'46.999N 7°45'23.000E";"67482";"Place de Zurich";"En extérieur, dans la rue.";"67000";"STRASBOURG";"04/10/2006";"En extérieur";"FicheMesure9279.pdf";"Oui";"1,01";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,29";"";"1,08";"";"0,41";"";"";"";"";"";"";""
"9280";"7,781667";"48,585556";"48°35'8.002N 7°46'54.001E";"67482";"Rue d'Ypres";"0";"67000";"STRASBOURG";"02/10/2006";"En extérieur";"FicheMesure9280.pdf";"Oui";"0,91";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"0,2";"0,24";"";"";"";"";"";"";"";"";"";"";"";"1,27";"";"1,73";"";"0,59";"";"";"";"";"0,31241";"";"65,669"
"9281";"7,795833";"48,577222";"48°34'37.999N 7°47'44.999E";"67482";"Rue du Bassin de l'Industrie";"Ste SORRAL";"67000";"STRASBOURG";"03/10/2006";"En extérieur";"FicheMesure9281.pdf";"Oui";"1,75";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"1,45";"0,1";"";"";"";"";"";"";"";"";"";"";"";"0,35";"";"0,69";"";"0,55";"";"";"";"";"1,453444";"";"16,946"
"9282";"7,754444";"48,578333";"48°34'41.999N 7°45'15.998E";"67482";"Place d'Austerlitz";"5ème étage - Chez Mme Schaeffer";"67000";"STRASBOURG";"04/10/2006";"En intérieur";"FicheMesure9282.pdf";"Oui";"0,28";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"0,08";"";"0,15";"";"";"";"";"";"";"";"";"";"";"";"0,24";"";"0,42";"";"0,17";"";"";"";"";"0,17";"";"39,286"
"9283";"7,754444";"48,578333";"48°34'41.999N 7°45'15.998E";"67482";"Rue des Orphelins";"2ème étage - Chez Mme URLACHER";"67000";"STRASBOURG";"04/10/2006";"En intérieur";"FicheMesure9283.pdf";"Oui";"0,24";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"0,35";"";"";"";"";"";"0,1";"";"";"";"";"";"";"";"";"";"0,18";"";"";"";"";"";"";"0,364005";"";"-51,669"
"9311";"6,226667";"48,655278";"48°39'19.001N 6°13'36.001E";"54300";"Rue de l'Aulnois";"3ème et dernier étage - Palier";"54410";"LANEUVEVILLE DEVANT NANCY";"03/10/2006";"En intérieur";"FicheMesure9311.pdf";"Oui";"0";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"0,46";"";"";"";"";"";"";"";"";"";"";"";"0,08";"";"0,21";"";"";"";"";"";"";"0,46";"";""
"9312";"6,226667";"48,655278";"48°39'19.001N 6°13'36.001E";"54300";"Rue de l'Aulnois";"En extérieur, devant entrée RDC Bas du bâtiment Diamant.";"54410";"LANEUVEVILLE DEVANT NANCY";"03/10/2006";"En extérieur";"FicheMesure9312.pdf";"Oui";"0,95";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,5";"";"";"";"";"";"";"";"";"";"";"";"0,43";"";"1,7";"";"";"";"";"";"";"0,5";"";"47,368"
"9334";"7,771111";"48,536111";"48°32'10.000N 7°46'16.000E";"67482";"Rue Richshoffer";"6ème et dernier étage - Chez M. Brauch";"67100";"STRASBOURG";"02/10/2006";"En intérieur";"FicheMesure9334.pdf";"Oui";"1,14";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"0,14";"";"";"";"";"0,06";"";"";"";"";"";"";"1,11";"";"0,77";"";"0,63";"";"";"";"";"0,152315";"";"86,639"
"9335";"7,771111";"48,536111";"48°32'10.000N 7°46'16.000E";"67482";"Rue Richshoffer";"Sous sol - parking vélo";"67100";"STRASBOURG";"02/10/2006";"En intérieur";"FicheMesure9335.pdf";"Oui";"0";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9336";"7,771111";"48,536111";"48°32'10.000N 7°46'16.000E";"67482";"Route d'Altenheim";"dans la rue";"67100";"STRASBOURG";"02/10/2006";"En extérieur";"FicheMesure9336.pdf";"Oui";"0,65";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,12";"";"";"";"";"";"";"";"";"";"";"";"0,98";"";"0,48";"";"0,34";"";"";"";"";"0,12";"";"81,538"
"9370";"6,6175";"49,226111";"49°13'34.000N 6°37'3.000E";"57296";"Impasse des Peupliers";"Terrain de jeux";"57550";"HARGARTEN AUX MINES";"30/08/2006";"En extérieur";"FicheMesure9370.pdf";"Oui";"3,2";"Divers";"BUREAU VERITAS - Région Nord Est - Strasbourg";"";"";"4";"0,06";"";"";"";"";"";"";"";"";"";"";"0,29";"";"";"";"0,09";"";"";"";"";"4,00045";"";"-25,014"
"9371";"6,623333";"49,225556";"49°13'32.002N 6°37'23.999E";"57296";"Rue de Falck";"Devant le 52 rue de Falck";"57550";"HARGARTEN AUX MINES";"30/08/2006";"En extérieur";"FicheMesure9371.pdf";"Oui";"3,52";"Rue / Route / Parking";"BUREAU VERITAS - Région Nord Est - Strasbourg";"";"";"4,67";"0,17";"";"";"";"0,07";"";"";"";"";"";"";"0,2";"";"";"";"0,09";"";"";"";"";"4,673617";"";"-32,773"
"9651";"7,770833";"48,535278";"48°32'7.001N 7°46'14.999E";"67482";"Rue Kampmann";"Appartement de Mme Meunier - Terrasse";"67100";"STRASBOURG";"20/09/2006";"En intérieur";"FicheMesure9651.pdf";"Oui";"2,63";"Lieu d'habitation";"BUREAU VERITAS - Région Nord Est - Strasbourg";"";"0,12";"0,24";"0,86";"";"";"";"0,16";"";"";"";"";"";"";"1,15";"";"4,46";"";"0,29";"";"";"";"";"0,914986";"";"65,21"
"9652";"7,770833";"48,535";"48°32'6.000N 7°46'14.999E";"67482";"Rue Kampmann";"Appartement de Mme Meunier - Chambre";"67100";"STRASBOURG";"20/09/2006";"En intérieur";"FicheMesure9652.pdf";"Oui";"0,99";"Lieu d'habitation";"BUREAU VERITAS - Région Nord Est - Strasbourg";"";"";"0,13";"0,09";"";"";"";"";"";"";"";"";"";"";"1,22";"";"0,49";"";"0,82";"";"";"";"";"0,158114";"";"84,029"
"9662";"5,947222";"48,205833";"48°12'20.999N 5°56'49.999E";"88516";"Avenue Maurice Barrès";"Terrasse du centre Hospitalier de Vittel";"88800";"VITTEL";"25/09/2006";"En intérieur";"FicheMesure9662.pdf";"Oui";"0,92";"Lieu d'habitation";"BUREAU VERITAS - Région Nord Est - Strasbourg";"";"0,23";"0,63";"0,53";"";"";"";"0,15";"";"";"";"";"";"";"0,32";"";"";"";"0,09";"";"";"";"";"0,867871";"";"5,666"
"9663";"5,946944";"48,205833";"48°12'20.999N 5°56'48.998E";"88516";"Avenue Maurice Barrès";"Salle du 6e étage Centre Hospitalier de Vittel";"88800";"VITTEL";"25/09/2006";"En intérieur";"FicheMesure9663.pdf";"Oui";"0";"Lieu d'habitation";"BUREAU VERITAS - Région Nord Est - Strasbourg";"";"0,13";"0,29";"0,2";"";"";"";"0,11";"";"";"";"";"";"";"0,13";"";"";"";"0,08";"";"";"";"";"0,39128";"";""
"9670";"6,864167";"49,217778";"49°13'4.001N 6°51'51.001E";"57537";"Rue de la Fontaine";"Cour de l'Ecole Elémentaire des vieilles verreries";"57540";"PETITE ROSSELLE";"22/11/2006";"En extérieur";"FicheMesure9670.pdf";"Oui";"0,59";"Rue / Route / Parking";"BUREAU VERITAS - Région Nord Est - Strasbourg";"";"";"0,55";"0,38";"";"";"";"0,1";"";"";"";"";"";"";"0,21";"";"0,99";"";"0,08";"";"";"";"";"0,675944";"";"-14,567"
"9671";"6,865";"49,217222";"49°13'1.999N 6°51'54.000E";"57537";"Rue de la Fontaine";"Batiment B de l'Ecole Elémentaire des vieille verrerie";"57540";"PETITE ROSSELLE";"22/11/2006";"En extérieur";"FicheMesure9671.pdf";"Oui";"1,39";"Rue / Route / Parking";"BUREAU VERITAS - Région Nord Est - Strasbourg";"";"";"0,43";"";"";"";"";"";"";"";"";"";"";"";"0,87";"";"1,15";"";"0,08";"";"";"";"";"0,43";"";"69,065"
"9680";"7,743611";"48,537778";"48°32'16.001N 7°44'37.000E";"67218";"Route de Neuhof";"SDIS - Caserne Sud";"67400";"ILLKIRCH GRAFFENSTADEN";"22/11/2006";"En extérieur";"FicheMesure9680.pdf";"Oui";"0,38";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,09";"0,39";"";"";"";"";"";"";"";"";"";"";"0,53";"";"0,15";"";"0,36";"";"";"";"";"0,40025";"";"-5,329"
"9681";"7,743611";"48,537778";"48°32'16.001N 7°44'37.000E";"67218";"Route de Neuhof";"SDIS - Caserne Sud - 2ème étage";"67400";"ILLKIRCH GRAFFENSTADEN";"22/11/2006";"En intérieur";"FicheMesure9681.pdf";"Oui";"0,6";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"0,15";"";"";"";"";"";"";"";"";"";"";"";"1,11";"";"";"";"1,38";"";"";"";"";"0,15";"";"75"
"9686";"6,179722";"48,696667";"48°41'48.001N 6°10'46.999E";"54395";"Place SAINT EPVRE";"Basilique ST EPVRE/ échaffaudage 14ème niveau";"54100";"NANCY";"26/10/2006";"En extérieur";"FicheMesure9686.pdf";"Oui";"1,09";"Divers";"APAVE Parisienne - Paris 17";"";"0,16";"0,06";"";"";"";"";"0,11";"";"";"";"";"";"";"1,01";"";"0,84";"";"0,58";"";"";"";"";"0,203224";"";"81,356"
"9687";"6,179722";"48,696111";"48°41'46.000N 6°10'46.999E";"54395";"Place SAINT EPVRE";"Basilique ST EPVRE/ échaffaudage 14ème niveau";"54100";"NANCY";"26/10/2006";"En extérieur";"FicheMesure9687.pdf";"Oui";"0,68";"Divers";"APAVE Parisienne - Paris 17";"";"0,12";"0,08";"";"";"";"";"0,1";"";"";"";"";"";"";"0,35";"";"0,76";"";"0,1";"";"";"";"";"0,175499";"";"74,191"
"9728";"7,729722";"48,4825";"48°28'57.000N 7°43'46.999E";"67131";"Rue des Fusilliers Marins";"Jardin de Mme BACHER";"67114";"ESCHAU";"19/10/2006";"En extérieur";"FicheMesure9728.pdf";"Oui";"0,88";"Divers";"APAVE Parisienne - Paris 17";"";"";"0,13";"";"";"";"";"";"";"";"";"";"";"";"0,51";"";"0,15";"";"";"";"";"";"";"0,13";"";"85,227"
"9729";"7,729722";"48,4825";"48°28'57.000N 7°43'46.999E";"67131";"Rue des Fusilliers Marins";"Maison de Mme BACHER. chambre à coucher. 1er étage";"67114";"ESCHAU";"19/10/2006";"En intérieur";"FicheMesure9729.pdf";"Oui";"0,21";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,53";"";"0,08";"";"";"";"";"";"";"";"";""
"9730";"7,729722";"48,4825";"48°28'57.000N 7°43'46.999E";"67131";"Rue des Fusilliers Marins";"Maison de Mme BACHER. Salon. RDC";"67114";"ESCHAU";"19/10/2006";"En intérieur";"FicheMesure9730.pdf";"Oui";"0";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"0,13";"";"";"";"";"";"";"";"";"";"";"";"0,18";"";"0,06";"";"";"";"";"";"";"0,13";"";""
"9750";"7,750278";"48,586667";"48°35'12.001N 7°45'1.001E";"67482";"Rue des Clarisses";"Terrasse du bâtiment de LA POSTE";"67000";"STRASBOURG";"19/10/2006";"En extérieur";"FicheMesure9750.pdf";"Oui";"1,34";"Divers";"APAVE Parisienne - Paris 17";"";"0,06";"0,14";"";"";"";"";"0,07";"";"";"";"";"";"";"0,84";"";"2,91";"";"0,22";"";"";"";"";"0,167631";"";"87,49"
"9751";"7,750278";"48,586667";"48°35'12.001N 7°45'1.001E";"67482";"Rue des Clarisses";"Terrasse du bâtiment de LA POSTE";"67000";"STRASBOURG";"19/10/2006";"En extérieur";"FicheMesure9751.pdf";"Oui";"2,42";"Divers";"APAVE Parisienne - Paris 17";"";"0,07";"";"";"";"";"";"0,19";"";"";"";"";"";"";"1,02";"";"3,06";"";"0,58";"";"";"";"";"0,202485";"";"91,633"
"9752";"7,750278";"48,586667";"48°35'12.001N 7°45'1.001E";"67482";"Rue Des Clarisses";"Terrasse du bâtiment de LA POSTE";"67000";"STRASBOURG";"19/10/2006";"En extérieur";"FicheMesure9752.pdf";"Oui";"3,73";"Divers";"APAVE Parisienne - Paris 17";"";"";"0,1";"";"";"";"";"0,08";"";"";"";"";"";"";"3,12";"";"6,3";"";"1,08";"";"";"";"";"0,128062";"";"96,567"
"9756";"6,193056";"49,360556";"49°21'38.002N 6°11'35.002E";"57757";"Rue Nationale";"Place de L'église Saint Nicolas";"57970";"YUTZ";"18/10/2006";"En extérieur";"FicheMesure9756.pdf";"Oui";"0,6";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,15";"";"";"";"";"";"";"";"";"";"";"";"0,49";"";"0,65";"";"0,2";"";"";"";"";"0,15";"";"75"
"9757";"6,192778";"49,360833";"49°21'38.999N 6°11'34.001E";"57757";"Impasse Antoinette";"Parking Devant école maternelle Charles Péguy";"57970";"YUTZ";"18/10/2006";"En extérieur";"FicheMesure9757.pdf";"Oui";"0,53";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,39";"";"";"";"";"";"";"";"";"";"";"";"0,41";"";"0,14";"";"0,1";"";"";"";"";"0,39";"";"26,415"
"9758";"6,192778";"49,360833";"49°21'38.999N 6°11'34.001E";"57757";"Rue Marie Curie";"Parking Devant Groupe scolaire Joliot Curie";"57970";"YUTZ";"18/10/2006";"En extérieur";"FicheMesure9758.pdf";"Oui";"0,59";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,37";"";"";"";"";"";"";"";"";"";"";"";"0,18";"";"0,28";"";"0,08";"";"";"";"";"0,37";"";"37,288"
"9826";"6,024722";"48,981389";"48°58'53.000N 6°1'28.999E";"54415";"Rue Favelin";"Salle au 3 étage de l'école Elémentaire";"54530";"PAGNY SUR MOSELLE";"27/10/2006";"En intérieur";"FicheMesure9826.pdf";"Oui";"0,68";"Lieu d'habitation";"BUREAU VERITAS - Région Nord Est - Strasbourg";"";"";"0,54";"0,16";"";"";"";"0,08";"";"";"";"";"";"";"0,53";"";"";"";"0,08";"";"";"";"";"0,568859";"";"16,344"
"9827";"6,017222";"48,982222";"48°58'55.999N 6°1'1.999E";"54415";"Rue Montessori";"Cour de l'Ecole Maternelle Montessori";"54530";"PAGNY SUR MOSELLE";"27/10/2006";"En extérieur";"FicheMesure9827.pdf";"Oui";"0,45";"Rue / Route / Parking";"BUREAU VERITAS - Région Nord Est - Strasbourg";"";"";"0,61";"0,56";"";"";"";"0,06";"";"";"";"";"";"";"";"";"";"";"0,09";"";"";"";"";"0,830241";"";"-84,498"
"9930";"6,949444";"48,857222";"48°51'25.999N 6°56'57.998E";"57469";"Rue Grande rue";"Dans la cour à l'arrière de la ferme";"57930";"MITTERSHEIM";"27/11/2006";"En extérieur";"FicheMesure9930.pdf";"Oui";"0,52";"Rue / Route / Parking";"BUREAU VERITAS - Région Nord Est - Strasbourg";"";"";"0,33";"0,3";"";"";"";"";"";"";"";"";"";"";"0,22";"";"";"";"0,1";"";"";"";"";"0,445982";"";"14,234"
"9931";"6,949444";"48,8575";"48°51'27.000N 6°56'57.998E";"57469";"Rue Grande rue";"Dans la salle de traite";"57930";"MITTERSHEIM";"27/11/2006";"En intérieur";"FicheMesure9931.pdf";"Oui";"0";"Lieu d'habitation";"BUREAU VERITAS - Région Nord Est - Strasbourg";"";"";"0,32";"0,31";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,08";"";"";"";"";"0,445533";"";""
"10035";"6,157778";"48,670833";"48°40'14.999N 6°9'28.001E";"54578";"Boulevard des Aiguillettes";"7e étage - Bureau de M.Aranda - Face aux antennes";"54600";"VILLERS LES NANCY";"19/12/2006";"En intérieur";"FicheMesure10035.pdf";"Oui";"0,55";"Lieu d'habitation";"BUREAU VERITAS - Région Nord Est - Strasbourg";"";"";"0,58";"0,28";"";"";"";"0,13";"";"";"";"";"";"";"0,3";"";"1,32";"";"0,06";"";"";"";"";"0,657039";"";"-19,462"
"10036";"6,157778";"48,670833";"48°40'14.999N 6°9'28.001E";"54578";"Boulevard des Aiguillettes";"7e étage - Bureau de M.Furdin - Zone sous les antennes";"54600";"VILLERS LES NANCY";"19/12/2006";"En intérieur";"FicheMesure10036.pdf";"Oui";"0";"Lieu d'habitation";"BUREAU VERITAS - Région Nord Est - Strasbourg";"";"";"0,28";"0,13";"";"";"";"0,06";"";"";"";"";"";"";"0,12";"";"0,11";"";"";"";"";"";"";"0,314484";"";""
"10104";"6,113333";"48,660833";"48°39'38.999N 6°6'47.999E";"54578";"Chemin de la pépinière de Clairlieu";"Sur le chemin en direction de la pépinière domaniale de Clairlieu.";"54600";"VILLERS LES NANCY";"08/12/2006";"En extérieur";"FicheMesure10104.pdf";"Oui";"0,5";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"";"";"";"0,06";"";"";"0,06";"";"";"";"";"";"";"0,91";"";"0,23";"";"0,71";"";"";"";"";"0,084853";"";"83,029"
"10105";"6,1125";"48,659722";"48°39'34.999N 6°6'45.000E";"54578";"Boulevard Saint Bernard";"Sur le trottoir du boulevard Saint Bernard.";"54600";"VILLERS LES NANCY";"08/12/2006";"En extérieur";"FicheMesure10105.pdf";"Oui";"0,8";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"";"0,06";"";"";"";"";"0,06";"";"";"";"";"";"";"1,34";"";"0,47";"";"1,16";"";"";"";"";"0,084853";"";"89,393"
"10175";"6,086111";"48,431944";"48°25'54.998N 6°5'10.000E";"54497";"Chemin de ronde- Tour d'Orientation";"mesures réalisées sur le chemin de ronde";"54330";"SAXON SION";"03/01/2007";"En extérieur";"FicheMesure10175.pdf";"Oui";"0,52";"Divers";"APAVE Parisienne - Paris 17";"";"";"0,9";"";"";"";"";"0,19";"";"";"";"";"";"";"0,08";"";"";"";"";"";"";"";"";"0,919837";"";"-76,892"
"10176";"6,083889";"48,430556";"48°25'50.002N 6°5'2.000E";"54497";"Rue Notre-Dame";"mesures réalisées dans une chambre de l'hotel";"54330";"SAXON SION";"03/01/2007";"En intérieur";"FicheMesure10176.pdf";"Oui";"0,26";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"0,31";"0,11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,328938";"";"-26,514"
"10177";"6,084444";"48,430556";"48°25'50.002N 6°5'3.998E";"54497";"Rue Notre-Dame";"mesures réalisées dans la maison Notre-Dame au 2ème et dernier étage";"54330";"SAXON SION";"03/01/2007";"En intérieur";"FicheMesure10177.pdf";"Oui";"0,7";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"0,62";"0,28";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,680294";"";"2,815"
"10179";"7,747778";"48,585833";"48°35'8.999N 7°44'52.001E";"67482";"Rue du Tribunal";"3ème étage - Chez M. Vetter";"67000";"STRASBOURG";"17/01/2007";"En intérieur";"FicheMesure10179.pdf";"Oui";"0";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"0,06";"";"0,12";"";"";"";"";"";"";"";"";"";"";"";"0,17";"";"0,12";"";"0,14";"";"";"";"";"0,134164";"";""
"10180";"7,749167";"48,585833";"48°35'8.999N 7°44'57.001E";"67482";"Rue de la Nuée Bleue";"Toit terrasse du bâtiment des DNA";"67000";"STRASBOURG";"16/01/2007";"En extérieur";"FicheMesure10180.pdf";"Oui";"1,44";"Divers";"APAVE Parisienne - Paris 17";"";"";"0,09";"";"";"";"";"0,07";"";"";"";"";"";"";"1,83";"";"2,1";"";"1,31";"";"";"";"";"0,114018";"";"92,082"
"10181";"7,748611";"48,586389";"48°35'11.000N 7°44'55.000E";"67482";"Rue de l'Ecrevisse";"Cour de récréation de l'école maternelle Schoepflin";"67000";"STRASBOURG";"16/01/2007";"En extérieur";"FicheMesure10181.pdf";"Oui";"1,1";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,08";"";"";"";"";"";"";"";"";"";"";"";"1,95";"";"1,54";"";"1,17";"";"";"";"";"0,08";"";"92,727"
"10182";"7,747222";"48,585833";"48°35'8.999N 7°44'49.999E";"67482";"Rue de la Nuée Bleue";"1er étage - Chez M. & Mme Diancourt";"67000";"STRASBOURG";"17/01/2007";"En intérieur";"FicheMesure10182.pdf";"Oui";"0";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"0,06";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,13";"";"";"";"";"0,06";"";""
"10184";"7,748611";"48,586389";"48°35'11.000N 7°44'55.000E";"67482";"Rue de l'Ecrevisse";"3ème étage - salle de classe n°4";"67000";"STRASBOURG";"16/01/2007";"En intérieur";"FicheMesure10184.pdf";"Oui";"1";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"0,06";"";"";"";"";"";"";"";"";"";"";"";"1,69";"";"1,11";"";"1,01";"";"";"";"";"0,06";"";"94"
"10185";"7,747778";"48,585833";"48°35'8.999N 7°44'52.001E";"67482";"Rue du Tribunal";"4ème et dernier étage - Chez Mme. AURY";"67000";"STRASBOURG";"17/01/2007";"En intérieur";"FicheMesure10185.pdf";"Oui";"0,28";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"0,17";"";"";"";"";"";"";"";"";"";"";"";"0,13";"";"0,12";"";"0,27";"";"";"";"";"0,17";"";"39,286"
"10186";"7,748611";"48,586111";"48°35'10.000N 7°44'55.000E";"67482";"Rue du Tribunal";"3ème et dernier étage - Chez M. Bouvret";"67000";"STRASBOURG";"17/01/2007";"En intérieur";"FicheMesure10186.pdf";"Oui";"0,75";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"0,12";"";"";"";"";"";"";"";"";"";"";"";"0,41";"";"1,24";"";"0,45";"";"";"";"";"0,12";"";"84"
"10187";"7,749167";"48,585833";"48°35'8.999N 7°44'57.001E";"67482";"Rue de la Nuée Bleue";"3ème étage - Bâtiment des DNA";"67000";"STRASBOURG";"16/01/2007";"En intérieur";"FicheMesure10187.pdf";"Oui";"0,65";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"0,37";"";"0,09";"";"";"";"";"";"";"";"";"";"";"";"0,22";"";"0,72";"";"0,75";"";"";"";"";"0,380789";"";"41,417"
