"Numéro de mesure";"Longitude";"Latitude";"Position";"Insee";"Adresse";"Complément";"Code postal";"Commune";"Date de mesure";"Mesure réalisée";"Rapport";"Conformité de la mesure";"Niveau global";"Type d'environnement";"laboratoire";"DECT (Téléphone domestique)";"Radiodiffusion sonore (FM – RNT)";"Services HF";"PMR (Réseaux radio mobile professionnels)";"PMR - balises";"Radars - balises - FH";"Radar - BLR (Wimax)- FH";"TV";"Réseaux locaux radioélectriques ou Wifi";"TM 700 (Téléphonie Mobile en 700 MHz)_mesuré";"TM 700 (Téléphonie Mobile en 700 MHz)_extrapolé";"TM 800_mesuré";"TM 800_extrapolé";"TM 900_mesuré";"TM 900_extrapolé";"TM 1800_mesuré";"TM 1800_extrapolé";"TM 2100_mesuré";"TM 2100_extrapolé";"TM 2600_mesuré";"TM 2600_extrapolé";"TM 3600_mesuré";"TM 3600_extrapolé";"Cumul_CasB";"Cumul_CasB_TM";"Ratio_Ecart_CasA_CasB_%";"CV_services_CasB"
"7784";"2,673611";"50,498056";"50°29'53.002N 2°40'25.000E";"62480";"Rue du Pré aux Anes";"Mesures réalisées dans la résidence de monsieur et madame LONGUEPEE";"62113";"LABOURSE";"10/02/2006";"En intérieur";"FicheMesure7784.pdf";"Oui";"0,32";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"0,14";"0,2";"0,11";"";"";"";"";"0,09";"";"";"";"";"";"";"0,57";"";"";"";"";"";"";"";"";"0,63616";"0,57";"-98,8";"0,801447"
"7785";"2,673611";"50,498056";"50°29'53.002N 2°40'25.000E";"62480";"Rue du Pré aux Anes";"Mesures réalisées dans la résidence de monsieur et madame LONGUEPEE";"62113";"LABOURSE";"10/02/2006";"En intérieur";"FicheMesure7785.pdf";"Oui";"0,27";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"0,18";"0,17";"";"";"";"";"";"";"";"";"";"";"";"0,78";"";"";"";"";"";"";"";"";"0,818352";"0,78";"-203,093";"0,757245"
"7804";"2,443056";"51,014444";"51°0'51.998N 2°26'35.002E";"59588";"Rue Neuve";"Mesures réalisées sur la voie publique";"59229";"TETEGHEM COUDEKERQUE VILLAGE";"10/02/2006";"En extérieur";"FicheMesure7804.pdf";"Oui";"0,48";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,1";"";"";"";"";"";"";"";"";"";"";"";"1,81";"";"";"";"";"";"";"";"";"1,81276";"1,81";"-277,658";"0,895288"
"7805";"2,441389";"51,018056";"51°1'5.002N 2°26'29.000E";"59588";"Rue Pablo Picasso";"Mesures réalisées dans l'enceinte de l'école primaire du centre";"59229";"TETEGHEM COUDEKERQUE VILLAGE";"10/02/2006";"En extérieur";"FicheMesure7805.pdf";"Oui";"0";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,16";"";"";"";"";"";"";"";"";"";"";"";"0,06";"";"";"";"";"";"";"";"";"0,17088";"0,06";"";"0,454545"
"7806";"2,445833";"51,014444";"51°0'51.998N 2°26'44.999E";"59588";"Rue Général Lucas";"Parc entre la rue du Général Lucas et la rue Joachim du Bellay. Mesures réalisées sur une aire de jeux";"59229";"TETEGHEM COUDEKERQUE VILLAGE";"10/02/2006";"En extérieur";"FicheMesure7806.pdf";"Oui";"0,7";"Divers";"APAVE Parisienne - Paris 17";"";"";"0,17";"";"";"";"";"";"";"";"";"";"";"";"2,12";"";"";"";"";"";"";"";"";"2,126805";"2,12";"-203,829";"0,851528"
"7807";"3,138611";"50,721111";"50°43'16.000N 3°8'19.000E";"59599";"Rue du Capitaine Bernard";"Mesures réalisées sur la voie publique";"59200";"TOURCOING";"06/02/2006";"En extérieur";"FicheMesure7807.pdf";"Oui";"0";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,16";"";"";"";"";"";"";"";"";"";"";"";"0,17";"";"0,38";"";"";"";"";"";"";"0,445982";"0,416293";"";"0,428595"
"7808";"3,136389";"50,722222";"50°43'19.999N 3°8'11.000E";"59599";"Rue du Capitaine Bernard";"Mesures réalisées devant l'école maternelle Edouard Herriot";"59200";"TOURCOING";"06/02/2006";"En extérieur";"FicheMesure7808.pdf";"Oui";"0,28";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,09";"";"";"";"";"";"";"";"";"";"";"";"0,72";"";"0,99";"";"";"";"";"";"";"1,227436";"1,224132";"-338,37";"0,62849"
"7809";"3,140278";"50,721667";"50°43'18.001N 3°8'25.001E";"59599";"Rue Antoine de Saint Exupéry";"Mesures réalisées sur la voie publique";"59200";"TOURCOING";"06/02/2006";"En extérieur";"FicheMesure7809.pdf";"Oui";"0,28";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,07";"";"";"";"";"";"";"";"";"";"";"";"0,41";"";"0,16";"";"";"";"";"";"";"0,445646";"0,440114";"-59,159";"0,674233"
"7816";"3,128889";"50,661389";"50°39'41.000N 3°7'44.000E";"59646";"Rue Léon Jouhaux";"Mesures réalisées sur la voie publique";"59290";"WASQUEHAL";"07/02/2006";"En extérieur";"FicheMesure7816.pdf";"Oui";"0";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"0,08";"0,59";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,07";"";"";"";"";"";"";"0,5995";"0,07";"";"0,984355"
"7817";"3,128056";"50,675";"50°40'30.000N 3°7'41.002E";"59646";"Rue de Molinel";"Mesures réalisées sur la voie publique";"59290";"WASQUEHAL";"08/02/2006";"En extérieur";"FicheMesure7817.pdf";"Oui";"0,4";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,1";"";"";"";"";"";"";"";"";"";"";"";"0,06";"";"1,6";"";"";"";"";"";"";"1,604244";"1,601125";"-301,061";"1,221683"
"7818";"3,128333";"50,676111";"50°40'34.000N 3°7'41.999E";"59646";"Rue Henri Detailleur";"Mesures réalisées sur la voie publique";"59290";"WASQUEHAL";"08/02/2006";"En extérieur";"FicheMesure7818.pdf";"Oui";"0,59";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,09";"";"";"";"";"";"";"";"";"";"";"";"0,07";"";"1,51";"";"";"";"";"";"";"1,514299";"1,511622";"-156,661";"1,211062"
"7819";"3,130833";"50,661389";"50°39'41.000N 3°7'50.999E";"59646";"Rue Jean Moulin";"Mesures réalisées sur la voie publique";"59290";"WASQUEHAL";"07/02/2006";"En extérieur";"FicheMesure7819.pdf";"Oui";"0,22";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"0,08";"0,17";"";"0,09";"";"";"";"";"";"";"";"";"";"";"";"0,95";"";"";"";"";"";"";"0,972574";"0,95";"-342,079";"1,128566"
"7820";"3,131944";"50,676111";"50°40'34.000N 3°7'54.998E";"59646";"Rue du Noir Bonnet";"Mesures réalisées sur la voie publique";"59290";"WASQUEHAL";"08/02/2006";"En extérieur";"FicheMesure7820.pdf";"Oui";"0,43";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,11";"";"";"";"";"";"";"";"";"";"";"";"0,09";"";"1,3";"";"";"";"";"";"";"1,307746";"1,303112";"-204,127";"1,131489"
"7821";"3,1275";"50,660833";"50°39'38.999N 3°7'39.000E";"59646";"Rue Léon Jouhaux";"Mesures réalisées sur la voie publique";"59290";"WASQUEHAL";"07/02/2006";"En extérieur";"FicheMesure7821.pdf";"Oui";"0";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"0,1";"0,09";"";"0,09";"";"";"";"";"";"";"";"";"";"";"";"0,39";"";"";"";"";"";"";"0,422256";"0,39";"";"0,767315"
"7822";"3,045";"50,5875";"50°35'15.000N 3°2'42.000E";"59648";"Rue Pierre et Marie Curie";"Mesures réalisées sur la voie publique";"59139";"WATTIGNIES";"09/02/2006";"En extérieur";"FicheMesure7822.pdf";"Oui";"0,2";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"2,25";"";"";"";"";"0,06";"";"";"";"";"";"";"0,58";"";"0,5";"";"";"";"";"";"";"2,377499";"0,765768";"-1088,749";"0,983585"
"7823";"3,043333";"50,587778";"50°35'16.001N 3°2'35.999E";"59648";"Rue Pierre et Marie Curie";"Mesures réalisées sur la voie publique";"59139";"WATTIGNIES";"09/02/2006";"En extérieur";"FicheMesure7823.pdf";"Oui";"0,76";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"2,72";"0,2";"";"";"";"";"";"";"";"";"";"";"1,72";"";"0,87";"";"";"";"";"";"";"3,339716";"1,927511";"-339,436";"0,685216"
"7824";"3,042778";"50,586944";"50°35'12.998N 3°2'34.001E";"59648";"Rue Pierre et Marie Curie";"Mesures réalisées sur la voie publique";"59139";"WATTIGNIES";"09/02/2006";"En extérieur";"FicheMesure7824.pdf";"Oui";"0,9";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,81";"";"";"";"";"";"";"";"";"";"";"";"2,25";"";"0,52";"";"";"";"";"";"";"2,447243";"2,309307";"-171,916";"0,633937"
"7825";"3,046944";"50,588056";"50°35'17.002N 3°2'48.998E";"59648";"Avenue du quatorze juillet";"Mesures réalisées devant le groupe scolaire Bracke-Desrousseaux";"59139";"WATTIGNIES";"09/02/2006";"En extérieur";"FicheMesure7825.pdf";"Oui";"0,96";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,95";"";"";"";"";"";"";"";"";"";"";"";"2,13";"";"0,13";"";"";"";"";"";"";"2,335872";"2,133963";"-143,32";"0,76719"
"7826";"3,235278";"50,702778";"50°42'10.001N 3°14'7.001E";"59650";"Rue du Président René Coty";"Mesures réalisées sur la voie publique";"59150";"WATTRELOS";"08/02/2006";"En extérieur";"FicheMesure7826.pdf";"Oui";"0";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,07";"";"";"";"";"";"";"";"";"";"";"";"0,21";"";"0,44";"";"";"";"";"";"";"0,492544";"0,487545";"";"0,635559"
"7827";"3,175";"50,714444";"50°42'51.998N 3°10'30.000E";"59650";"Boulevard Léon Jouhaux";"Mesures réalisées sur la voie publique";"59150";"WATTRELOS";"09/02/2006";"En extérieur";"FicheMesure7827.pdf";"Oui";"0,25";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,36";"";"0,07";"";"";"";"";"";"";"";"";"";"0,22";"";"0,7";"";"";"";"";"";"";"0,820305";"0,733757";"-228,122";"0,69056"
"7828";"3,173611";"50,714722";"50°42'52.999N 3°10'25.000E";"59650";"Rue du Haut Vinage";"Mesures réalisées sur la voie publique";"59150";"WATTRELOS";"09/02/2006";"En extérieur";"FicheMesure7828.pdf";"Oui";"0,58";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,1";"";"";"";"";"";"";"";"";"";"";"";"0,46";"";"1,82";"";"";"";"";"";"";"1,879894";"1,877232";"-224,12";"0,933643"
"7829";"3,236111";"50,702222";"50°42'7.999N 3°14'10.000E";"59650";"Rue Pierre Brossolette";"Mesures réalisées sur la voie publique";"59150";"WATTRELOS";"08/02/2006";"En extérieur";"FicheMesure7829.pdf";"Oui";"0,44";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"0,06";"0,08";"";"";"";"";"";"";"";"";"";"";"";"0,54";"";"0,74";"";"";"";"";"";"";"0,92152";"0,916079";"-109,436";"0,827397"
"7830";"3,175";"50,712778";"50°42'46.001N 3°10'30.000E";"59650";"Boulevard Léon Jouhaux";"Mesures réalisées sur la voie publique";"59150";"WATTRELOS";"09/02/2006";"En extérieur";"FicheMesure7830.pdf";"Oui";"0,35";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"0,14";"";"0,07";"";"0,07";"";"";"";"";"";"";"";"";"";"0,9";"";"0,75";"";"";"";"";"";"";"1,184019";"1,171537";"-238,291";"0,93904"
"7831";"3,235278";"50,705";"50°42'18.000N 3°14'7.001E";"59650";"Rue Pierre Cot";"Mesures réalisées sur la voie publique";"59150";"WATTRELOS";"08/02/2006";"En extérieur";"FicheMesure7831.pdf";"Oui";"0,31";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,09";"";"";"";"";"";"";"";"";"";"";"";"0,55";"";"0,72";"";"0,2";"";"";"";"";"0,932202";"0,927847";"-200,71";"0,654474"
"7832";"3,175833";"50,716111";"50°42'58.000N 3°10'32.999E";"59650";"Avenue du Maréchal Joffre";"Mesures réalisées sur la voie publique";"59150";"WATTRELOS";"09/02/2006";"En extérieur";"FicheMesure7832.pdf";"Oui";"1,14";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,09";"";"";"";"";"";"";"";"";"";"";"";"2,56";"";"1,74";"";"0,21";"";"";"";"";"3,103772";"3,102467";"-172,261";"0,906123"
"7838";"3,875278";"49,671944";"49°40'18.998N 3°52'31.001E";"02274";"Place de l'église";"Ecole Maternelle";"02350";"EBOULEAU";"15/02/2006";"En intérieur";"FicheMesure7838.pdf";"Oui";"0";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"0,09";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,09";"";"";"0"
"7839";"3,876389";"49,67";"49°40'12.000N 3°52'35.000E";"02274";"Ruelle des Gendarmes";"Maison de Mme et M. Maladry";"02350";"EBOULEAU";"15/02/2006";"En intérieur";"FicheMesure7839.pdf";"Oui";"0";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"0,12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,12";"";"";"0"
"7840";"3,875833";"49,669444";"49°40'9.998N 3°52'32.999E";"02274";"Ruelle des Gendarmes";"Environnement extérieur du château d'eau";"02350";"EBOULEAU";"15/02/2006";"En extérieur";"FicheMesure7840.pdf";"Oui";"0";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,15";"";"";"";"";"";"";"";"";"";"";"";"0,34";"";"";"";"";"";"";"";"";"0,371618";"0,34";"";"0,387755"
"7884";"3,502778";"50,355";"50°21'18.000N 3°30'10.001E";"59606";"Place Gay Lussac";"0";"59300";"VALENCIENNES";"23/01/2006";"En intérieur";"FicheMesure7884.pdf";"Oui";"0,39";"Lieu d'habitation";"BUREAU VERITAS - Rueil-Malmaison";"";"";"0,07";"";"";"";"";"";"";"";"";"";"";"";"0,36";"";"0,17";"";"0,25";"";"";"";"";"0,475289";"0,470106";"-21,869";"0,500657"
"7885";"3,490556";"50,353333";"50°21'11.999N 3°29'26.002E";"59606";"Rue Léon Dubled";"0";"59300";"VALENCIENNES";"24/01/2006";"En intérieur";"FicheMesure7885.pdf";"Oui";"0,26";"Lieu d'habitation";"BUREAU VERITAS - Rueil-Malmaison";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,26";"";"0,16";"";"0,12";"";"";"";"";"0,328024";"0,328024";"-26,163";"0,327102"
"7886";"3,512778";"50,368333";"50°22'5.999N 3°30'46.001E";"59606";"Rue Gérard de Perfontaine";"0";"59300";"VALENCIENNES";"23/01/2006";"En intérieur";"FicheMesure7886.pdf";"Oui";"0,95";"Lieu d'habitation";"BUREAU VERITAS - Rueil-Malmaison";"";"";"";"";"0,86";"";"";"";"";"";"";"";"";"";"0,37";"";"0,11";"";"0,31";"";"";"";"";"0,992321";"0,495076";"-4,455";"0,6684"
"7898";"3,158333";"50,708611";"50°42'31.000N 3°9'29.999E";"59599";"Boulevard Gambetta";"Sur le trottoir au coin du 341 boulevard Gambetta.";"59200";"TOURCOING";"02/02/2006";"En extérieur";"FicheMesure7898.pdf";"Oui";"0,73";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"";"";"";"0,08";"";"";"";"";"";"";"";"";"";"0,96";"";"0,47";"";"1,26";"";"";"";"";"1,654237";"1,652301";"-126,608";"0,65313"
"7899";"3,133611";"50,735556";"50°44'8.002N 3°8'1.000E";"59599";"Boulevard d'Halluin";"Au sol, sur le parking de la résidence.";"59200";"TOURCOING";"02/02/2006";"En extérieur";"FicheMesure7899.pdf";"Oui";"0,29";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,46";"";"";"";"";"";"";"0,46";"0,46";"-58,621";"0"
"7918";"3,161389";"50,708611";"50°42'31.000N 3°9'41.000E";"59599";"Rue Magenta";"Sur le trottoir en face de l'immeuble « Les Carliers ».";"59200";"TOURCOING";"02/02/2006";"En extérieur";"FicheMesure7918.pdf";"Oui";"0,29";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,1";"";"0,17";"";"";"";"";"";"";"0,197231";"0,197231";"31,989";"0,259259"
"7919";"3,159722";"50,708889";"50°42'32.000N 3°9'34.999E";"59599";"Boulevard Gambetta";"Sur le trottoir, au pied de l’immeuble.";"59200";"TOURCOING";"02/02/2006";"En extérieur";"FicheMesure7919.pdf";"Oui";"0,39";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,27";"";"0,15";"";"0,34";"";"";"";"";"0,459347";"0,459347";"-17,781";"0,3097"
"7926";"3,133611";"50,735556";"50°44'8.002N 3°8'1.000E";"59599";"Boulevard d'Halluin";"Au sol, devant l'entrée du n°160D.";"59200";"TOURCOING";"02/02/2006";"En extérieur";"FicheMesure7926.pdf";"Oui";"0,64";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,97";"";"";"";"";"";"";"0,97";"0,97";"-51,562";"0"
"7927";"3,132222";"50,736667";"50°44'12.001N 3°7'55.999E";"59599";"Boulevard d'Halluin";"Sur le trottoir devant de garage Valauto.";"59200";"TOURCOING";"02/02/2006";"En extérieur";"FicheMesure7927.pdf";"Oui";"0,68";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,16";"";"0,89";"";"0,14";"";"";"";"";"0,915041";"0,915041";"-34,565";"0,879668"
"8082";"3,052222";"50,579167";"50°34'45.001N 3°3'7.999E";"59585";"Rue Louis Sury";"Parking de la Gare";"59175";"TEMPLEMARS";"13/03/2006";"En extérieur";"FicheMesure8082.pdf";"Oui";"0,6";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,11";"";"";"";"";"";"";"";"";"";"";"";"0,56";"";"";"";"0,11";"";"";"";"";"0,581206";"0,570701";"3,132";"0,815892"
"8112";"3,105833";"50,358889";"50°21'32.000N 3°6'20.999E";"59569";"Rue Cecina";"Chez M. & Mme Lepercq";"59450";"SIN LE NOBLE";"10/03/2006";"En intérieur";"FicheMesure8112.pdf";"Oui";"0,28";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"0,06";"";"0,19";"";"";"";"";"";"";"";"";"";"";"";"0,45";"";"0,19";"";"0,08";"";"";"";"";"0,533573";"0,494975";"-90,562";"0,71618"
"8113";"3,105833";"50,358889";"50°21'32.000N 3°6'20.999E";"59569";"Rue Cecina";"Chez M. & Mme Lepercq";"59450";"SIN LE NOBLE";"10/03/2006";"En intérieur";"FicheMesure8113.pdf";"Oui";"0,26";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"0,3";"";"";"";"";"";"";"";"";"";"";"";"0,25";"";"0,22";"";"0,11";"";"";"";"";"0,461519";"0,350714";"-77,507";"0,316554"
"8114";"3,105833";"50,358889";"50°21'32.000N 3°6'20.999E";"59569";"Rue Cecina";"Chez M. & Mme Lepercq";"59450";"SIN LE NOBLE";"10/03/2006";"En intérieur";"FicheMesure8114.pdf";"Oui";"0";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"0,22";"";"";"";"";"";"";"";"";"";"";"";"0,13";"";"0,08";"";"";"";"";"";"";"0,267769";"0,152643";"";"0,404143"
"8190";"2,911944";"50,465";"50°27'54.000N 2°54'42.998E";"62413";"Parc Entreprise de la Motte du Bois";"Mesures réalisées dans l'entreprise Mac Cain";"62440";"HARNES";"05/04/2006";"En intérieur";"FicheMesure8190.pdf";"Oui";"1,5";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3,01";"";"";"";"";"";"";"";"";"3,01";"3,01";"-100,667";"0"
"8191";"2,911944";"50,465";"50°27'54.000N 2°54'42.998E";"62413";"Parc Entreprise de la Motte du Bois";"Mesures réalisées dans l'entreprise Mac Cain";"62440";"HARNES";"05/04/2006";"En intérieur";"FicheMesure8191.pdf";"Oui";"0,92";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"0,09";"";"0,07";"";"";"";"";"";"";"";"";"";"";"";"1,86";"";"";"";"";"";"";"";"";"1,863491";"1,86";"-102,553";"1,246247"
"8192";"2,911944";"50,465";"50°27'54.000N 2°54'42.998E";"62413";"Parc Entreprise de la Motte du Bois";"Mesures réalisées dans l'entreprise Mac Cain";"62440";"HARNES";"05/04/2006";"En intérieur";"FicheMesure8192.pdf";"Oui";"0,57";"Lieu d'habitation";"APAVE Parisienne - Paris 17";"";"";"0,06";"";"";"";"";"";"";"";"";"";"";"";"0,66";"";"";"";"";"";"";"";"";"0,662722";"0,66";"-16,267";"0,833333"
"8302";"2,388333";"51,045556";"51°2'44.002N 2°23'17.999E";"59183";"Avenue des Maréchaux de France";"PARKING extérieur. entre résidences 16 et 18 av maréchaux de France";"59140";"DUNKERQUE";"24/04/2006";"En extérieur";"FicheMesure8302.pdf";"Oui";"1,14";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,16";"";"";"";"";"";"";"";"";"";"";"";"1,12";"";"";"";"0,35";"";"";"";"";"1,184272";"1,173414";"-3,884";"0,763945"
"8304";"3,109722";"50,589167";"50°35'21.001N 3°6'34.999E";"59343";"Rue du Château";"extérieur. Devant pavillon N°10";"59810";"LESQUIN";"25/04/2006";"En extérieur";"FicheMesure8304.pdf";"Oui";"0,83";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,07";"";"";"";"";"";"";"";"";"";"";"";"0,58";"";"0,66";"";"0,83";"";"";"";"";"1,210702";"1,208677";"-45,868";"0,529421"
"8305";"3,975";"50,273056";"50°16'23.002N 3°58'30.000E";"59392";"Avenue des Provinces Françaises";"Ecole Maternelle, Cour";"59600";"MAUBEUGE";"26/04/2006";"En extérieur";"FicheMesure8305.pdf";"Oui";"0,59";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,06";"";"";"";"0,06";"";"";"";"";"";"";"";"0,41";"";"0,08";"";"";"";"";"";"";"0,426263";"0,417732";"27,752";"0,976339"
"8310";"3,038333";"50,588333";"50°35'17.999N 3°2'17.999E";"59648";"Rue Saint Exupéry";"extérieur. Devant pavillon N°5";"59139";"WATTIGNIES";"24/04/2006";"En extérieur";"FicheMesure8310.pdf";"Oui";"0,64";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,09";"";"";"";"";"";"";"";"";"";"";"";"0,46";"";"0,07";"";"";"";"";"";"";"0,47392";"0,465296";"25,95";"0,867676"
"8312";"3,190833";"50,685833";"50°41'8.999N 3°11'26.999E";"59512";"Rue de Lannoy";"Entrée résidence Square des près";"59100";"ROUBAIX";"25/04/2006";"En extérieur";"FicheMesure8312.pdf";"Oui";"0";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"0,13";"0,08";"";"";"";"";"";"";"";"";"";"";"";"0,88";"";"";"";"0,13";"";"";"";"";"0,902552";"0,88955";"";"1,090503"
"8332";"3,639167";"50,133056";"50°7'59.002N 3°38'21.001E";"59242";"La Croisette";"Mesures réalisées dans la propriété de monsieur Champagne";"59550";"FONTAINE AU BOIS";"05/04/2006";"En extérieur";"FicheMesure8332.pdf";"Oui";"0";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,08";"";"";"0"
"8333";"3,640278";"50,133611";"50°8'1.000N 3°38'25.001E";"59242";"Rue du 8 mai 1945";"Mesures réalisées sur la voie publique";"59550";"FONTAINE AU BOIS";"05/04/2006";"En extérieur";"FicheMesure8333.pdf";"Oui";"0";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,07";"";"";"";"";"";"";"";"";"";"";"";"0,16";"";"";"";"";"";"";"";"";"0,174642";"0,16";"";"0,391304"
"8334";"3,645278";"50,145556";"50°8'44.002N 3°38'43.001E";"59242";"Rue du Hainaut";"Mesures réalisées dans la propriété de madame Raverdy";"59550";"FONTAINE AU BOIS";"05/04/2006";"En extérieur";"FicheMesure8334.pdf";"Oui";"0";"Divers";"APAVE Parisienne - Paris 17";"";"";"0,09";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,09";"";"";"0"
"8510";"3,153333";"50,731667";"50°43'54.001N 3°9'11.999E";"59599";"Rue Jenner";"mesure réalisée sur la voie publique côté garages face au n° 44 rue Jenner";"59200";"TOURCOING";"24/05/2006";"En extérieur";"FicheMesure8510.pdf";"Oui";"0,21";"Rue / Route / Parking";"BUREAU VERITAS - Rueil-Malmaison";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,06";"";"0,06";"";"0,07";"";"";"";"";"0,11";"0,11";"47,619";"0,074432"
"8615";"3,990833";"50,271389";"50°16'17.000N 3°59'26.999E";"59514";"Chemin de la Famille Ouvrière";"Mesures réalisées sur la voie publique";"59131";"ROUSIES";"04/05/2006";"En extérieur";"FicheMesure8615.pdf";"Oui";"4,55";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"5,72";"0,32";"";"";"";"";"0,15";"";"";"";"";"";"";"0,44";"";"0,43";"";"";"";"";"";"";"5,763836";"0,615224";"-26,678";"1,527287"
"8616";"3,988611";"50,270278";"50°16'13.001N 3°59'19.000E";"59514";"Rue de Maubeuge";"Mesures réalisées sur la voie publique";"59131";"ROUSIES";"04/05/2006";"En extérieur";"FicheMesure8616.pdf";"Oui";"1,49";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"1,58";"0,07";"";"";"";"";"0,34";"";"";"";"";"";"";"0,41";"";"0,2";"";"";"";"";"";"";"1,680774";"0,45618";"-12,804";"1,04379"
"8617";"3,986667";"50,270833";"50°16'14.999N 3°59'12.001E";"59514";"Résidence du Bois de Falize";"Mesures réalisées sur la voie publique";"59131";"ROUSIES";"04/05/2006";"En extérieur";"FicheMesure8617.pdf";"Oui";"1,49";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"1,34";"0,07";"";"";"";"";"0,53";"";"";"";"";"";"";"0,67";"";"0,28";"";"";"";"";"";"";"1,615147";"0,726154";"-8,399";"0,749469"
"8638";"1,934444";"50,259722";"50°15'34.999N 1°56'3.998E";"80290";"Chaussée Brunehaut";"Chez M. Fusiller";"80150";"ESTREES LES CRECY";"30/05/2006";"En extérieur";"FicheMesure8638.pdf";"Oui";"0";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,1";"";"";"";"";"";"";"";"";"";"";"";"0,34";"";"";"";"";"";"";"";"";"0,354401";"0,34";"";"0,545455"
"8639";"1,946389";"50,257778";"50°15'28.001N 1°56'47.000E";"80290";"Rue de la Croix";"dans la rue";"80150";"ESTREES LES CRECY";"30/05/2006";"En extérieur";"FicheMesure8639.pdf";"Oui";"0";"Rue / Route / Parking";"APAVE Parisienne - Paris 17";"";"";"0,08";"";"";"";"";"";"";"";"";"";"";"";"0,24";"";"";"";"";"";"";"";"";"0,252982";"0,24";"";"0,5"
