"Numéro de mesure";"Longitude";"Latitude";"Position";"Insee";"Adresse";"Complément";"Code postal";"Commune";"Date de mesure";"Mesure réalisée";"Rapport";"Conformité de la mesure";"Niveau global";"Type d'environnement";"laboratoire";"DECT (Téléphone domestique)";"Radiodiffusion sonore (FM – RNT)";"Services HF";"PMR (Réseaux radio mobile professionnels)";"PMR - balises";"Radars - balises - FH";"Radar - BLR (Wimax)- FH";"TV";"Réseaux locaux radioélectriques ou Wifi";"TM 700 (Téléphonie Mobile en 700 MHz)_mesuré";"TM 700 (Téléphonie Mobile en 700 MHz)_extrapolé";"TM 800_mesuré";"TM 800_extrapolé";"TM 900_mesuré";"TM 900_extrapolé";"TM 1800_mesuré";"TM 1800_extrapolé";"TM 2100_mesuré";"TM 2100_extrapolé";"TM 2600_mesuré";"TM 2600_extrapolé";"TM 3600_mesuré";"TM 3600_extrapolé";"Cumul_CasB";"Cumul_CasB_TM";"Ratio_Ecart_CasA_CasB_%";"CV_services_CasB"
"32";"3,053056";"50,639722";"50°38'22.999N 3°3'11.002E";"59350";"Place de l'Esplanade";"entree du parking";"59000";"LILLE";"11/10/2001";"En extérieur";"FicheMesure32.pdf";"Oui";"0,29";"Rue / Route / Parking";"SR Villejuif";"";"";"0,13";"";"";"";"";"";"";"";"";"";"";"";"0,78";"";"";"";"";"";"";"";"";"0,790759";"0,78";"-172,676";"0,714286"
"33";"3,0425";"50,634722";"50°38'4.999N 3°2'33.000E";"59350";"Rue de l'architecte Cordonnier";"Face a l'escalier n°20";"59000";"LILLE";"11/10/2001";"En extérieur";"FicheMesure33.pdf";"Oui";"0,38";"Rue / Route / Parking";"SR Villejuif";"";"";"0,42";"";"";"";"";"";"";"";"";"";"";"";"0,63";"";"0,28";"";"";"";"";"";"";"0,807279";"0,68942";"-112,442";"0,324443"
"34";"2,291111";"50,655833";"50°39'20.999N 2°17'28.000E";"62288";"Chemin du Château d'eau";"";"62129";"ECQUES";"17/10/2001";"En extérieur";"FicheMesure34.pdf";"Oui";"0";"Divers";"SR Villejuif";"";"";"0,14";"";"";"";"";"";"";"";"";"";"";"";"0,15";"";"";"";"";"";"";"";"";"0,205183";"0,15";"";"0,034483"
"35";"3,094167";"50,656944";"50°39'24.998N 3°5'39.001E";"59378";"Allée Gabriel";"Devant l'entrée du collège Rouges Barres.";"59700";"MARCQ EN BAROEUL";"29/03/2001";"En extérieur";"FicheMesure35.pdf";"Oui";"0,09";"Rue / Route / Parking";"SR Villejuif";"";"0,19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,19";"";"-111,111";"0"
"36";"3,071111";"50,631944";"50°37'54.998N 3°4'16.000E";"59350";"Rue Saint Sauver";"";"59800";"LILLE";"30/03/2001";"En extérieur";"FicheMesure36.pdf";"Oui";"0,51";"Rue / Route / Parking";"SR Villejuif";"";"";"0,19";"";"0,12";"";"";"";"";"";"";"";"";"";"0,1";"";"";"";"";"";"";"";"";"0,245967";"0,1";"51,771";"0,282337"
"184";"3,191667";"50,690833";"50°41'26.999N 3°11'30.001E";"59512";"Boulevard Beaurepaire";"Bâtiment de la société DALKIA (accès côté canal).";"59100";"ROUBAIX";"02/10/2001";"En intérieur";"FicheMesure184.pdf";"Oui";"0";"Lieu d'habitation";"SOCOTEC";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,46";"";"";"";"";"";"";"";"";"0,46";"0,46";"";"0"
"186";"3,095833";"50,653611";"50°39'13.000N 3°5'44.999E";"59378";"Avenue de l'Europe";"Habitation parallèle aux lignes de chemin de fer et au chemin Latéral.";"59700";"MARCQ EN BAROEUL";"23/11/2001";"En intérieur";"FicheMesure186.pdf";"Oui";"0";"Lieu d'habitation";"SOCOTEC";"";"0,21";"";"";"0,09";"";"";"";"";"";"";"";"";"";"0,43";"";"0,16";"";"";"";"";"";"";"0,512543";"0,458803";"";"0,571489"
"187";"2,935556";"50,528889";"50°31'44.000N 2°56'8.002E";"59011";"Impasse parallèle à la rue Roger Salengro";"Extrémité de la ZA la Fontinelle, face au terrain de footballMesure réalisée en limite de propriété à l'arrière des habitations dont la façade communique avec la rue R. SALENGRO. face au terrain de football.";"59112";"ANNOEULLIN";"20/11/2001";"En extérieur";"FicheMesure187.pdf";"Oui";"0";"Divers";"SOCOTEC";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,67";"";"0,2";"";"";"";"";"";"";"1,681933";"1,681933";"";"0,786096"
"188";"2,940556";"50,529167";"50°31'45.001N 2°56'26.002E";"59011";"ZA La Fontaine";"Implantation du point de mesure à l'angle de l'accès de parking de la société ALNOR.";"59112";"ANNOEULLIN";"20/11/2001";"En extérieur";"FicheMesure188.pdf";"Oui";"1,41";"Rue / Route / Parking";"SOCOTEC";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,93";"";"0,14";"";"";"";"";"";"";"0,940479";"0,940479";"33,299";"0,738318"
"189";"2,633889";"50,408056";"50°24'29.002N 2°38'2.000E";"62793";"Château d'eau";"";"62530";"SERVINS";"21/12/2001";"En intérieur";"FicheMesure189.pdf";"Oui";"0";"Lieu d'habitation";"SOCOTEC";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,14";"";"";"";"";"";"";"";"";"1,14";"1,14";"";"0"
"190";"3,029444";"50,655";"50°39'18.000N 3°1'45.998E";"59328";"Rue de la Liberté";"Mesures réalisées sur la terrasse de l'immeuble.";"59130";"LAMBERSART";"12/12/2001";"En extérieur";"FicheMesure190.pdf";"Oui";"4,05";"Divers";"SOCOTEC";"";"0,44";"";"";"0,88";"";"";"0,35";"";"";"";"";"";"";"0,2";"";"1,34";"";"";"";"";"";"";"1,710585";"1,354843";"57,763";"0,647975"
"192";"3,040556";"50,589167";"50°35'21.001N 3°2'26.002E";"59648";"Tour Goelande";"Mesures réalisées en terrasse de la tour PINSON.";"59139";"WATTIGNIES";"19/12/2001";"En extérieur";"FicheMesure192.pdf";"Oui";"5,52";"Divers";"SOCOTEC";"";"0,57";"";"";"";"";"";"0,75";"";"";"";"";"";"";"0,95";"";"";"";"";"";"";"";"";"1,337871";"0,95";"75,763";"0,205118"
"193";"3,044444";"50,5875";"50°35'15.000N 3°2'39.998E";"59648";"Rue Pierre et Marie CURIE";"Mesures réalisées en terrasse de la tour des CIGOGNES.";"59139";"WATTIGNIES";"20/12/2001";"En extérieur";"FicheMesure193.pdf";"Oui";"1,57";"Divers";"SOCOTEC";"";"";"";"0,36";"0,38";"";"";"";"";"";"";"";"";"";"0,26";"";"0,06";"";"";"";"";"";"";"0,587537";"0,266833";"62,577";"0,478442"
"194";"3,790556";"50,297222";"50°17'49.999N 3°47'26.002E";"59053";"Rue Notre dame";"Mesure réalisée à la demande de Monsieur Beaussart à l'intérieur de son habitation.";"59570";"BAVAY";"30/01/2002";"En intérieur";"FicheMesure194.pdf";"Oui";"0,33";"Lieu d'habitation";"SOCOTEC";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"222";"4,009167";"50,014722";"50°0'52.999N 4°0'33.001E";"59659";"Rue des Ecoles";"Mesures réalisées à l'intérieure de l'école du Terne.";"59212";"WIGNEHIES";"14/02/2002";"En extérieur";"FicheMesure222.pdf";"Oui";"0,51";"Rue / Route / Parking";"SOCOTEC";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,26";"";"";"";"";"";"";"";"";"0,26";"0,26";"49,02";"0"
"289";"2,389167";"51,038056";"51°2'17.002N 2°23'21.001E";"59183";"Rue Jacobsen";"Point A : partie commune du 16ème étage";"59140";"DUNKERQUE";"03/10/2001";"En intérieur";"FicheMesure289.pdf";"Oui";"0,1";"Lieu d'habitation";"BUREAU VERITAS";"";"0,4";"";"";"0,58";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,704557";"";"-604,557";"0,183673"
"290";"2,389167";"51,038056";"51°2'17.002N 2°23'21.001E";"59183";"Rue Jacobsen";"Point B : terrasse de l'immeuble.";"59140";"DUNKERQUE";"03/10/2001";"En extérieur";"FicheMesure290.pdf";"Oui";"1,6";"Divers";"BUREAU VERITAS";"";"0,79";"";"";"2,43";"";"";"";"";"";"";"";"";"";"0,25";"";"0,88";"";"";"";"";"";"";"2,714019";"0,914822";"-69,626";"0,746369"
"403";"2,874722";"50,518333";"50°31'5.999N 2°52'28.999E";"62132";"Route rurale Gustin";"";"62138";"BILLY BERCLAU";"15/03/2002";"En extérieur";"FicheMesure403.pdf";"Oui";"0,37";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"0,18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,18";"";"51,351";"0"
"527";"3,058056";"50,522222";"50°31'19.999N 3°3'29.002E";"59022";"Rue Jean Baptiste Colette";"Sur le parking de la place du Général De Gaulle";"59551";"ATTICHES";"12/03/2002";"En extérieur";"FicheMesure527.pdf";"Oui";"4,2";"Rue / Route / Parking";"BUREAU VERITAS";"";"";"1,3";"";"";"";"";"";"";"";"";"";"";"";"0,89";"";"";"";"";"";"";"";"";"1,575468";"0,89";"62,489";"0,187215"
"528";"3,063333";"50,631667";"50°37'54.001N 3°3'47.999E";"59350";"Rue Jeanne Maillotte";"Mesures réalisées dans la cafétéria, au 5ème étage de la Maison Territoriale de la Fonction Publique.";"59000";"LILLE";"13/06/2002";"En intérieur";"FicheMesure528.pdf";"Oui";"0,28";"Lieu d'habitation";"SOCOTEC";"";"";"";"";"0,08";"";"";"";"";"";"";"";"";"";"0,35";"";"";"";"";"";"";"";"";"0,359026";"0,35";"-28,224";"0,627907"
"529";"3,065278";"50,418056";"50°25'5.002N 3°3'55.001E";"59028";"Service Municipal de la Jeunesse";"Mesures réalisées à l'intérieur du centre de Jeunesse";"59950";"AUBY";"14/05/2002";"En intérieur";"FicheMesure529.pdf";"Oui";"0,77";"Lieu d'habitation";"SOCOTEC";"";"0,06";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,21";"";"";"";"";"";"";"0,218403";"0,21";"71,636";"0,555556"
"531";"3,146944";"50,675278";"50°40'31.001N 3°8'48.998E";"59163";"Rue Gambetta";"Appartement de Mme HESPEL au 8ème étage";"59170";"CROIX";"17/05/2002";"En intérieur";"FicheMesure531.pdf";"Oui";"0,34";"Lieu d'habitation";"APAVE";"";"0,13";"";"";"";"";"";"0,13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,183848";"";"45,927";"0"
"532";"3,146389";"50,675833";"50°40'32.999N 3°8'47.000E";"59163";"Rue Gambetta";"Parking devant porte d'entrée immeuble n°25 - rue Gambetta";"59170";"CROIX";"17/05/2002";"En extérieur";"FicheMesure532.pdf";"Oui";"0,45";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,36";"";"";"";"";"";"";"0,36";"0,36";"20";"0"
"538";"3,075556";"50,606389";"50°36'23.000N 3°4'32.002E";"59507";"Rue du Bas Liévin";"résidence de Mme VANRAET";"59790";"RONCHIN";"16/05/2002";"En intérieur";"FicheMesure538.pdf";"Oui";"0,55";"Lieu d'habitation";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,37";"";"0,42";"";"";"";"";"";"";"0,559732";"0,559732";"-1,769";"0,063291"
"585";"2,315278";"51,024444";"51°1'27.998N 2°18'55.001E";"59183";"Rue Moissonnière";"Mesures réalisées dans la véranda de l'habitation.";"59640";"DUNKERQUE";"26/06/2002";"En intérieur";"FicheMesure585.pdf";"Oui";"0,23";"Lieu d'habitation";"SOCOTEC";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,2";"";"";"";"";"";"";"";"";"0,2";"0,2";"13,043";"0"
"670";"2,860833";"50,4725";"50°28'21.000N 2°51'38.999E";"62842";"Rue Louise Michel";"Terrasse du foyer de l'abbaye.";"62880";"VENDIN LE VIEIL";"12/08/2002";"En extérieur";"FicheMesure670.pdf";"Oui";"1,67";"Divers";"APAVE";"";"";"";"";"";"";"";"0,06";"";"";"";"";"";"";"0,37";"";"2,16";"";"";"";"";"";"";"2,192282";"2,191461";"-31,274";"1,072094"
"671";"2,860833";"50,4725";"50°28'21.000N 2°51'38.999E";"62842";"Rue Louise Michel";"Chambre n° 301 de madame DEMARQUE, située au 3ème et dernier étage du bâtiment.";"62880";"VENDIN LE VIEIL";"12/08/2002";"En intérieur";"FicheMesure671.pdf";"Oui";"0,25";"Lieu d'habitation";"APAVE";"";"";"0,1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,1";"";"60";"0"
"672";"2,861111";"50,471944";"50°28'18.998N 2°51'40.000E";"62842";"Rue Louise Michel";"Parking face au n°19 de la rue Louise MICHEL.";"62880";"VENDIN LE VIEIL";"12/08/2002";"En extérieur";"FicheMesure672.pdf";"Oui";"0,49";"Divers";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,43";"";"";"";"";"";"";"0,43";"0,43";"12,245";"0"
"819";"3,521389";"50,332778";"50°19'58.001N 3°31'17.000E";"59032";"Rue Georges Couthon";"Appartement n°74 de Madame DEMAILLY situé au 7ème et dernier étage du Bâtiment";"59300";"AULNOY LEZ VALENCIENNES";"04/10/2002";"En intérieur";"FicheMesure819.pdf";"Oui";"1,36";"Lieu d'habitation";"APAVE";"";"0,24";"";"";"";"";"";"0,14";"";"";"";"";"";"";"0,46";"";"1,18";"";"";"";"";"";"";"1,296611";"1,266491";"4,661";"0,80503"
"820";"3,521389";"50,332778";"50°19'58.001N 3°31'17.000E";"59032";"Rue Georges Couthon";"Appartement n°74 de Madame DEMAILLY situé au 7ème et dernier étage du Bâtiment";"59300";"AULNOY LEZ VALENCIENNES";"04/10/2002";"En intérieur";"FicheMesure820.pdf";"Oui";"1,11";"Lieu d'habitation";"APAVE";"";"0,3";"";"";"";"";"";"0,15";"";"";"";"";"";"";"0,4";"";"0,84";"";"";"";"";"";"";"0,988989";"0,930376";"10,902";"0,608145"
"909";"3,056944";"50,567222";"50°34'1.999N 3°3'24.998E";"59585";"Ecole Louis Pasteur";"Mesures réalisées dans la salle de classe n°11 (près du bureau) de l'Ecole primaire PASTEUR.";"59175";"TEMPLEMARS";"18/12/2002";"En intérieur";"FicheMesure909.pdf";"Oui";"1,44";"Lieu d'habitation";"SOCOTEC";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,99";"";"0,87";"";"";"";"";"";"";"1,317953";"1,317953";"8,475";"0,064516"
"910";"3,052778";"50,575556";"50°34'32.002N 3°3'10.001E";"59585";"Salle Colette Besson";"Mesures réalisées dans le Club House de la salle Colette BESSON du complexe sportif.";"59175";"TEMPLEMARS";"18/12/2002";"En intérieur";"FicheMesure910.pdf";"Oui";"1,33";"Lieu d'habitation";"SOCOTEC";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,08";"";"0,77";"";"";"";"";"";"";"1,326386";"1,326386";"0,272";"0,167568"
"933";"4,743611";"49,774444";"49°46'27.998N 4°44'37.000E";"08298";"Place J. B. Clément";"1er étage de la Mairie.";"08090";"MONTCY NOTRE DAME";"25/10/2002";"En intérieur";"FicheMesure933.pdf";"Oui";"0,31";"Lieu d'habitation";"APAVE";"";"";"";"";"";"";"";"0,17";"";"";"";"";"";"";"";"";"0,1";"";"";"";"";"";"";"0,197231";"0,1";"36,377";"0,259259"
"934";"4,743611";"49,774444";"49°46'27.998N 4°44'37.000E";"08298";"Place J. B. Clément";"En extérieur sur la place J. B. CLEMENT";"08090";"MONTCY NOTRE DAME";"25/10/2002";"En extérieur";"FicheMesure934.pdf";"Oui";"0,65";"Rue / Route / Parking";"APAVE";"";"";"0,6";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,19";"";"";"";"";"";"";"0,629365";"0,19";"3,175";"0,518987"
"1045";"3,281111";"50,366389";"50°21'59.000N 3°16'52.000E";"59574";"Route de Marchiennes";"I.M.P Les Rouissoirs";"59490";"SOMAIN";"13/01/2003";"En extérieur";"FicheMesure1045.pdf";"Oui";"0,11";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,12";"";"";"";"";"";"";"0,12";"0,12";"-9,091";"0"
"1060";"3,063333";"50,631667";"50°37'54.001N 3°3'47.999E";"59350";"Rue Jeanne Maillotte";"Mesures réalisées dans la cafétéria, au 5ème étage de la Maison Territoriale de la Fonction Publique.";"59800";"LILLE";"03/02/2003";"En intérieur";"FicheMesure1060.pdf";"Oui";"0,49";"Lieu d'habitation";"SOCOTEC";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,75";"";"0,55";"";"0,32";"";"";"";"";"0,983565";"0,983565";"-100,728";"0,32535"
"1205";"2,443611";"50,974722";"50°58'28.999N 2°26'37.000E";"59319";"Rue des Moulins";"Sur le parking du silo de la société Coopérative Agricole.";"59492";"HOYMILLE";"28/02/2003";"En extérieur";"FicheMesure1205.pdf";"Oui";"0,44";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,65";"";"";"";"";"";"";"";"";"0,65";"0,65";"-47,727";"0"
"1206";"2,451667";"50,978333";"50°58'41.999N 2°27'6.001E";"59319";"Rue de la Pépinière";"Sur le parking face au n°7 de la rue de la pépinière.";"59492";"HOYMILLE";"28/02/2003";"En extérieur";"FicheMesure1206.pdf";"Oui";"0,21";"Rue / Route / Parking";"APAVE";"";"";"0,12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,12";"";"42,857";"0"
"1207";"2,443611";"50,974722";"50°58'28.999N 2°26'37.000E";"59319";"Rue d'Anjou";"Sur le parking du groupe scolaire Schuman, face au n°12 de la rue d'Anjou.";"59492";"HOYMILLE";"28/02/2003";"En extérieur";"FicheMesure1207.pdf";"Oui";"0,27";"Rue / Route / Parking";"APAVE";"";"";"0,13";"";"";"";"";"";"";"";"";"";"";"";"0,18";"";"";"";"";"";"";"";"";"0,222036";"0,18";"17,764";"0,16129"
"1388";"3,045833";"50,587222";"50°35'13.999N 3°2'44.999E";"59648";"Rue du Petit Bois";"Devant l'entrée du centre social Blanc Riez, rue du petit bois.";"59139";"WATTIGNIES";"16/05/2003";"En extérieur";"FicheMesure1388.pdf";"Oui";"0";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,48";"";"";"";"";"";"";"0,48";"0,48";"";"0"
"1389";"3,045833";"50,587222";"50°35'13.999N 3°2'44.999E";"59648";"Rue Pierre et Marie Curie";"Au 10ème étage sous le sas d'accès au toit de l'immeuble situé 1bis, rue Pierre et Marie Curie.";"59139";"WATTIGNIES";"16/05/2003";"En intérieur";"FicheMesure1389.pdf";"Oui";"0";"Lieu d'habitation";"CSTB - Saint Martin d'Heres";"";"";"0,56";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,56";"";"";"0"
"1390";"3,044722";"50,5875";"50°35'15.000N 3°2'40.999E";"59648";"Rue Pierre et Marie Curie";"Au pied du 1bis, rue Pierre et Marie Curie, devant l'entrée.";"59139";"WATTIGNIES";"16/05/2003";"En extérieur";"FicheMesure1390.pdf";"Oui";"0";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,26";"";"";"";"";"";"";"0,26";"0,26";"";"0"
"1391";"3,044722";"50,5875";"50°35'15.000N 3°2'40.999E";"59328";"Rue Molière";"Devant le 1, rue Molière.";"59130";"LAMBERSART";"16/05/2003";"En extérieur";"FicheMesure1391.pdf";"Oui";"0,41";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"0,47";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,47";"";"-14,634";"0"
"1392";"3,028333";"50,654722";"50°39'16.999N 3°1'41.999E";"59328";"Rue André Chénier";"Au pied de la tour les mésanges 1, rue chenier.";"59130";"LAMBERSART";"16/05/2003";"En extérieur";"FicheMesure1392.pdf";"Oui";"0,43";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"0,43";"";"";"";"";"";"0,09";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,439318";"";"-2,167";"0,653846"
"1393";"3,028333";"50,654722";"50°39'16.999N 3°1'41.999E";"59328";"Avenue de la Liberté";"Devant l'école Maternelle, avenue de la liberté.";"59130";"LAMBERSART";"16/05/2003";"En extérieur";"FicheMesure1393.pdf";"Oui";"0,39";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"0,45";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,52";"";"";"";"";"";"";"0,687677";"0,52";"-76,327";"0,072165"
"1415";"2,355833";"49,887222";"49°53'13.999N 2°21'20.999E";"80164";"Rue Barbusse";"";"80450";"CAMON";"13/01/2003";"En extérieur";"FicheMesure1415.pdf";"Oui";"0,9";"Rue / Route / Parking";"BUREAU VERITAS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,88";"";"";"";"";"";"";"";"";"0,88";"0,88";"2,222";"0"
"1416";"2,355833";"49,887222";"49°53'13.999N 2°21'20.999E";"80164";"Rue Karl Marx";"Stade Lucien Jovelin";"80450";"CAMON";"13/01/2003";"En extérieur";"FicheMesure1416.pdf";"Oui";"0,6";"Divers";"BUREAU VERITAS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,81";"";"";"";"";"";"";"";"";"0,81";"0,81";"-35";"0"
"1420";"2,453889";"51,054444";"51°3'15.998N 2°27'14.000E";"59340";"Rue Du Capitaine d'Anjou";"Analyse spectrale réalisée dans la bibliothéque , en vue des antennes.";"59495";"LEFFRINCKOUCKE";"09/01/2003";"En intérieur";"FicheMesure1420.pdf";"Oui";"0,16";"Lieu d'habitation";"BUREAU VERITAS";"";"";"0,16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,16";"";"0";"0"
"1421";"3,115833";"50,675556";"50°40'32.002N 3°6'56.999E";"59378";"Rue De la Marne";"Chambre 501 au 5eme étage. Hotel situé à 175m de l'autoroute.Avenue de la Marne à Marcq en Baroeul.";"59700";"MARCQ EN BAROEUL";"07/01/2003";"En intérieur";"FicheMesure1421.pdf";"Oui";"0,2";"Lieu d'habitation";"BUREAU VERITAS";"";"0,07";"";"";"";"";"";"";"";"";"";"";"";"";"0,32";"";"";"";"";"";"";"";"";"0,327567";"0,32";"-63,783";"0,641026"
"1422";"3,115833";"50,675556";"50°40'32.002N 3°6'56.999E";"59378";"Rue De la Marne";"Chambre 507 au 5eme étage .Hotel situé à 175m de l'autoroute.Avenue de la Marne à Marcq en Baroeul.";"59700";"MARCQ EN BAROEUL";"07/01/2003";"En intérieur";"FicheMesure1422.pdf";"Oui";"0,4";"Lieu d'habitation";"BUREAU VERITAS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,44";"";"";"";"";"";"";"";"";"0,44";"0,44";"-10";"0"
"1576";"2,8275";"50,444167";"50°26'39.001N 2°49'39.000E";"62498";"Rue Vincent Auriol";"devant la piscine municipale";"62300";"LENS";"07/05/2003";"En extérieur";"FicheMesure1576.pdf";"Oui";"0,88";"Rue / Route / Parking";"APAVE";"";"1,43";"";"";"";"";"";"";"";"";"";"";"";"";"0,13";"";"";"";"";"";"";"";"";"1,435897";"0,13";"-63,17";"0,833333"
"1577";"2,83";"50,443056";"50°26'35.002N 2°49'48.000E";"62498";"Rue des Falaises";"";"62300";"LENS";"07/05/2003";"En extérieur";"FicheMesure1577.pdf";"Oui";"1,87";"Rue / Route / Parking";"APAVE";"";"1,98";"0,77";"";"";"";"";"";"";"";"";"";"";"";"0,22";"";"";"";"";"";"";"";"";"2,135814";"0,22";"-14,215";"0,74259"
"1578";"2,828889";"50,442222";"50°26'31.999N 2°49'44.000E";"62498";"Rue Jean Moulin";"Devant la maison";"62300";"LENS";"07/05/2003";"En extérieur";"FicheMesure1578.pdf";"Oui";"1,91";"Rue / Route / Parking";"APAVE";"";"1,99";"0,38";"";"";"";"";"";"";"";"";"";"";"";"0,25";"";"";"";"";"";"";"";"";"2,041323";"0,25";"-6,876";"0,906165"
"1579";"2,828889";"50,444167";"50°26'39.001N 2°49'44.000E";"62498";"Rue Alain";"";"62300";"LENS";"07/05/2003";"En extérieur";"FicheMesure1579.pdf";"Oui";"1,3";"Rue / Route / Parking";"APAVE";"";"1,11";"0,28";"";"0,09";"";"";"";"";"";"";"";"";"";"0,27";"";"";"";"";"";"";"";"";"1,179619";"0,27";"9,26";"0,90414"
"1580";"2,828333";"50,443333";"50°26'35.999N 2°49'41.999E";"62498";"Rue des Falaises";"Tour Fabre";"62300";"LENS";"07/05/2003";"En extérieur";"FicheMesure1580.pdf";"Oui";"4,56";"Divers";"APAVE";"";"4,99";"";"";"0,24";"";"";"";"";"";"";"";"";"";"0,37";"";"0,16";"";"";"";"";"";"";"5,012006";"0,403113";"-9,912";"1,42428"
"1606";"2,282222";"49,859444";"49°51'33.998N 2°16'55.999E";"80261";"Chemin de la Croix Blanche";"Centre Oasis";"80480";"DURY";"05/05/2003";"En extérieur";"FicheMesure1606.pdf";"Oui";"5,8";"Rue / Route / Parking";"APAVE";"";"5,64";"0,3";"";"";"";"";"0,09";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"5,64869";"";"2,609";"1,277726"
"1607";"2,283056";"49,860278";"49°51'37.001N 2°16'59.002E";"80261";"Allée de la Pépinière-Parking";"";"80480";"DURY";"05/05/2003";"En extérieur";"FicheMesure1607.pdf";"Oui";"1,46";"Rue / Route / Parking";"APAVE";"";"1,47";"0,43";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,5316";"";"-4,904";"0,547368"
"1608";"2,281944";"49,86";"49°51'36.000N 2°16'54.998E";"80261";"Allée de la pépinière-Parking les Pins";"";"80480";"DURY";"05/05/2003";"En extérieur";"FicheMesure1608.pdf";"Oui";"2,5";"Rue / Route / Parking";"APAVE";"";"2";"0,14";"";"";"";"";"0,08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,006489";"";"19,74";"1,204448"
"1609";"2,279444";"49,860278";"49°51'37.001N 2°16'45.998E";"80261";"Parking Ginkgo";"";"80480";"DURY";"05/05/2003";"En extérieur";"FicheMesure1609.pdf";"Oui";"1,12";"Rue / Route / Parking";"APAVE";"";"0,93";"0,14";"";"";"";"";"0,06";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,942391";"";"15,858";"1,042371"
"1610";"2,2825";"49,858611";"49°51'31.000N 2°16'57.000E";"80261";"Chemin Voyette du Priez";"";"80480";"DURY";"05/05/2003";"En extérieur";"FicheMesure1610.pdf";"Oui";"1,57";"Rue / Route / Parking";"APAVE";"";"1,25";"0,35";"";"";"";"";"0,45";"";"";"";"";"";"";"0,19";"";"0,39";"";"";"";"";"";"";"1,440729";"0,43382";"8,234";"0,707429"
"1611";"1,791111";"50,055833";"50°3'20.999N 1°47'28.000E";"80444";"Route départementale D 928";"En bordure de la route départementale D928";"80132";"HUCHENNEVILLE";"06/05/2003";"En extérieur";"FicheMesure1611.pdf";"Oui";"0,64";"Rue / Route / Parking";"APAVE";"";"0,99";"0,12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,997246";"";"-55,82";"0,783784"
