"Numéro de mesure";"Longitude";"Latitude";"Position";"Insee";"Adresse";"Complément";"Code postal";"Commune";"Date de mesure";"Mesure réalisée";"Rapport";"Conformité de la mesure";"Niveau global";"Type d'environnement";"laboratoire";"DECT (Téléphone domestique)";"Radiodiffusion sonore (FM – RNT)";"Services HF";"PMR (Réseaux radio mobile professionnels)";"PMR - balises";"Radars - balises - FH";"Radar - BLR (Wimax)- FH";"TV";"Réseaux locaux radioélectriques ou Wifi";"TM 700 (Téléphonie Mobile en 700 MHz)_mesuré";"TM 700 (Téléphonie Mobile en 700 MHz)_extrapolé";"TM 800_mesuré";"TM 800_extrapolé";"TM 900_mesuré";"TM 900_extrapolé";"TM 1800_mesuré";"TM 1800_extrapolé";"TM 2100_mesuré";"TM 2100_extrapolé";"TM 2600_mesuré";"TM 2600_extrapolé";"TM 3600_mesuré";"TM 3600_extrapolé";"Cumul_CasB";"Cumul_CasB_TM";"Ratio_Ecart_CasA_CasB_%"
"70";"5,348333";"43,362778";"43°21'46.001N 5°20'53.999E";"13215";"Centre Commercial Grand Littoral";"Hall de la galerie marchande niveau supérieur, à proximité du magasin ZARA";"13015";"MARSEILLE 15E ARRONDISSEMENT";"16/05/2001";"En intérieur";"FicheMesure70.pdf";"Oui";"3,23";"Commerce (Centre commercial, …";"SR Aix-Marseille";"";"";"1,58";"";"";"";"";"";"";"";"";"";"";"";"3,15";"";"";"";"";"";"";"";"";"1,58";"";"51,084"
"71";"5,432222";"43,514722";"43°30'52.999N 5°25'55.999E";"13001";"Avenue du club hippique";"Mesures effectuées sur le parking en face de l'immeuble CEGETEL";"13100";"AIX EN PROVENCE";"17/05/2001";"En extérieur";"FicheMesure71.pdf";"Oui";"0,76";"Rue / Route / Parking";"SR Aix-Marseille";"";"";"0,23";"";"";"";"";"";"";"";"";"";"";"";"0,66";"";"";"";"";"";"";"";"";"0,23";"";"69,737"
"72";"5,441944";"43,514167";"43°30'51.001N 5°26'30.998E";"13001";"Rue Pierre Brossolette";"ANGLE RUE HENRI FABRE ET AVE MIREILLE FACE ANPE";"13100";"AIX EN PROVENCE";"16/05/2001";"En extérieur";"FicheMesure72.pdf";"Oui";"0,32";"Rue / Route / Parking";"SR Aix-Marseille";"";"";"0,14";"";"";"";"";"";"";"";"";"";"";"";"0,56";"";"";"";"";"";"";"";"";"0,14";"";"56,25"
"73";"7,103056";"43,584722";"43°35'4.999N 7°6'11.002E";"06004";"Chemin de St Jean - Plateau fleuri";"PARKING DE L'ECOLE ROGER CORDI";"06600";"ANTIBES";"07/06/2001";"En extérieur";"FicheMesure73.pdf";"Oui";"12,8";"Rue / Route / Parking";"SR Aix-Marseille";"";"";"18,79";"";"";"";"";"";"";"";"";"";"";"";"1,55";"";"";"";"";"";"";"";"";"18,79";"";"-46,797"
"74";"7,299722";"43,700833";"43°42'2.999N 7°17'58.999E";"06088";"Parc du mont dAlban";"Lieu de mesure situé devant le Château , lieu de promenade très fréquenté.";"06000";"NICE";"07/06/2001";"En extérieur";"FicheMesure74.pdf";"Oui";"2,62";"Divers";"SR Aix-Marseille";"";"0,23";"0,18";"";"0,27";"";"";"0,41";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,571";"";"78,197"
"75";"5,353333";"43,278889";"43°16'44.000N 5°21'11.999E";"13207";"Corniche Kennedy";"à Marseille sur le parking du Marégraphe face aux Iles du Frioul.";"13007";"MARSEILLE 7E ARRONDISSEMENT";"17/05/2001";"En extérieur";"FicheMesure75.pdf";"Oui";"0";"Rue / Route / Parking";"SR Aix-Marseille";"";"0,09";"";"";"";"";"";"0,22";"";"";"";"";"";"";"0,34";"";"";"";"";"";"";"";"";"0,238";"";""
"76";"5,419722";"43,386111";"43°23'10.000N 5°25'10.999E";"13106";"Massif de l'Etoile";"MESURES EFFECTUEES AUX 3 CHEMINS à 1000 M du site TDF";"13240";"SEPTEMES LES VALLONS";"15/05/2001";"En extérieur";"FicheMesure76.pdf";"Oui";"2,69";"Divers";"SR Aix-Marseille";"";"2,08";"";"";"0,08";"";"";"1,53";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,583";"";"3,965"
"77";"5,370278";"43,284722";"43°17'4.999N 5°22'13.001E";"13206";"Cathédrale Notre Dame de la garde";"Mesures effectuées sur le parking avant gauche de la cathédrale";"13006";"MARSEILLE 6E ARRONDISSEMENT";"26/07/2001";"En extérieur";"FicheMesure77.pdf";"Oui";"0,22";"Rue / Route / Parking";"SR Aix-Marseille";"";"0,3";"";"";"0,15";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,335";"";"-52,459"
"78";"5,564722";"43,293889";"43°17'38.000N 5°33'52.999E";"13005";"Avenue Antide Boyer";"ESPLANADE GENERAL DE GAULLE";"13400";"AUBAGNE";"26/07/2001";"En extérieur";"FicheMesure78.pdf";"Oui";"0";"Rue / Route / Parking";"SR Aix-Marseille";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,59";"";"";"";"";"";"";"";"";""
"79";"5,872222";"43,095556";"43°5'44.002N 5°52'19.999E";"83126";"Chemin Aimé Genoud- Lotissement Chartier";"au 265 (lotissement Chartier) prendre l 'impasse (passage étroit)";"83500";"SEYNE SUR MER";"05/06/2001";"En intérieur";"FicheMesure79.pdf";"Oui";"2,44";"Lieu d'habitation";"SR Aix-Marseille";"";"";"0,08";"";"";"";"";"";"";"";"";"";"";"";"1,74";"";"1,2";"";"";"";"";"";"";"0,08";"";"96,721"
"80";"7,289722";"43,695556";"43°41'44.002N 7°17'22.999E";"06088";"Boulevard Carnot";"Cours de récréation de l'école Terra Amatta";"06000";"NICE";"06/06/2001";"En extérieur";"FicheMesure80.pdf";"Oui";"0,76";"Rue / Route / Parking";"SR Aix-Marseille";"";"";"0,28";"";"";"";"";"";"";"";"";"";"";"";"0,59";"";"0,99";"";"";"";"";"";"";"0,28";"";"63,158"
"81";"7,026667";"43,558056";"43°33'29.002N 7°1'36.001E";"06029";"Avenue de Vallauris";"";"06400";"CANNES";"31/05/2001";"En intérieur";"FicheMesure81.pdf";"Oui";"3,99";"Lieu d'habitation";"SR Aix-Marseille";"";"0,13";"0,43";"";"0,08";"";"";"0,26";"";"";"";"";"";"";"1,99";"";"1,82";"";"";"";"";"";"";"0,525";"";"86,838"
"82";"5,7875";"43,828611";"43°49'43.000N 5°47'15.000E";"04112";"Allée de Provence- Tour St Lazare";"TOUR ST LAZARE";"04100";"MANOSQUE";"13/06/2001";"En extérieur";"FicheMesure82.pdf";"Oui";"0,6";"Rue / Route / Parking";"SR Aix-Marseille";"";"";"1,09";"";"";"";"";"";"";"";"";"";"";"";"0,22";"";"";"";"";"";"";"";"";"1,09";"";"-81,667"
"83";"6,2075";"44,105";"44°6'18.000N 6°12'27.000E";"04070";"Forêt du Saumon";"MESURE EFFECTUEES DANS LE PETIT VILLAGE DE COURBONS FACE AU SITE DU SAUMON";"04000";"DIGNE LES BAINS";"12/06/2001";"En extérieur";"FicheMesure83.pdf";"Oui";"0,49";"Rue / Route / Parking";"SR Aix-Marseille";"";"0,45";"0,67";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,807";"";"-64,713"
"85";"4,477778";"43,810833";"43°48'38.999N 4°28'40.001E";"30155";"Nouveau Château";"";"30129";"MANDUEL";"29/05/2001";"En extérieur";"FicheMesure85.pdf";"Oui";"0,5";"Rue / Route / Parking";"SR Aix-Marseille";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,06";"";"";"";"";"";"";"";"";"";"";""
"86";"5,268889";"43,420556";"43°25'14.002N 5°16'8.000E";"13117";"Sortie Lanjoly";"STATION TOTALMesures effectuées sur le parking de la station Total , face au centre de vie";"13127";"VITROLLES";"14/06/2001";"En extérieur";"FicheMesure86.pdf";"Oui";"1,12";"Rue / Route / Parking";"SR Aix-Marseille";"";"0,1";"0,35";"";"";"";"";"0,38";"";"";"";"";"";"";"1,07";"";"1,42";"";"";"";"";"";"";"0,526";"";"53,017"
"148";"6,948611";"43,580278";"43°34'49.001N 6°56'55.000E";"06108";"Quartier Saint Jean";"Les mesures larges bande ont été réalisées dans l'ensemble des terrains et bâtiment de l'école saint Jean.Les mesurs par analyse spectrale ont été réalisées au point de champ maximun, dans la cour basse, prés de l'angle Ouest.";"06550";"ROQUETTE SUR SIAGNE";"14/11/2001";"En extérieur";"FicheMesure148.pdf";"Oui";"3,7";"Rue / Route / Parking";"BUREAU VERITAS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"5,43";"";"";"";"";"";"";"";"";"";"";""
"149";"6,154444";"43,0825";"43°4'57.000N 6°9'15.998E";"83069";"Rue Jean d'Agréve";"Mesures éffectuées dans les appartements : - de Mme POUSSEUR (bât A / 5° / N° 21) - de M. LEGRAND (bât B / 5° / N° 43)";"83400";"HYERES";"04/10/2001";"En intérieur";"FicheMesure149.pdf";"Oui";"5,3";"Lieu d'habitation";"BUREAU VERITAS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,5";"";"";"";"";"";"";"";"";"";"";""
"150";"6,479167";"43,461111";"43°27'40.000N 6°28'45.001E";"83004";"Allée des Ecoles";"Ecoles primaire et maternelle";"83460";"ARCS";"03/10/2001";"En extérieur";"FicheMesure150.pdf";"Oui";"0,5";"Rue / Route / Parking";"BUREAU VERITAS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,24";"";"";"";"";"";"";"";"";"";"";""
"151";"5,349444";"43,280556";"43°16'50.002N 5°20'57.998E";"13207";"Rue de la Batterie des Lions";"Les mesures ont été effectuées dans l'ensemble des locaux du dernier niveau des bâtiments 1 et 3 et sur la terrasse du bâtiment 1.";"13007";"MARSEILLE 7E ARRONDISSEMENT";"14/01/2002";"En extérieur";"FicheMesure151.pdf";"Oui";"0,7";"Divers";"BUREAU VERITAS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,19";"";"0,42";"";"";"";"";"";"";"";"";""
"152";"5,416667";"43,2625";"43°15'45.000N 5°25'0.001E";"13209";"Ancien chemin de Cassis";"Société SOM - 3éme et 4 éme étage du bâtiment récent";"13009";"MARSEILLE 9E ARRONDISSEMENT";"12/10/2001";"En intérieur";"FicheMesure152.pdf";"Oui";"1,4";"Lieu d'habitation";"BUREAU VERITAS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,14";"";"0,56";"";"";"";"";"";"";"";"";""
"153";"5,375556";"43,235556";"43°14'8.002N 5°22'32.002E";"13208";"Rue du Corail";"mesures effectueés sur la passerelle surplombant le bâtiment externat.";"13008";"MARSEILLE 8E ARRONDISSEMENT";"19/10/2001";"En extérieur";"FicheMesure153.pdf";"Oui";"2,3";"Divers";"BUREAU VERITAS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,67";"";"0,56";"";"";"";"";"";"";"";"";""
"154";"5,410833";"43,321667";"43°19'18.001N 5°24'38.999E";"13213";"Boulevard Valette";"appartement N° 14, au quatriéme étage";"13013";"MARSEILLE 13E ARRONDISSEMENT";"11/09/2001";"En intérieur";"FicheMesure154.pdf";"Oui";"1,15";"Lieu d'habitation";"BUREAU VERITAS";"";"";"0,29";"";"0,26";"";"";"";"";"";"";"";"";"";"";"";"0,7";"";"";"";"";"";"";"0,389";"";"66,132"
"155";"5,284167";"43,426389";"43°25'35.000N 5°17'3.001E";"13117";"Allée des Corvettes";"Les mesures ont été réalisée sans accompagnement dans l'environnement de la Maison de Quartier LES PINCHINADES";"13127";"VITROLLES";"13/11/2001";"En extérieur";"FicheMesure155.pdf";"Oui";"0,8";"Rue / Route / Parking";"BUREAU VERITAS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,5";"";"";"";"";"";"";"";"";"";"";""
"156";"6,770556";"43,618333";"43°37'5.999N 6°46'14.002E";"83081";"Rue Rond point du 8 Mai";"Mesures éffectuées dans les cours Maternelle / Elémentaire et dans les locaux";"83440";"MONTAUROUX";"26/09/2001";"En extérieur";"FicheMesure156.pdf";"Oui";"4";"Rue / Route / Parking";"BUREAU VERITAS";"";"";"0,16";"";"";"";"";"";"";"";"";"";"";"";"1,94";"";"";"";"";"";"";"";"";"0,16";"";"96"
"157";"7,217222";"43,684722";"43°41'4.999N 7°13'1.999E";"06088";"Avenue de la Lanterne";"Les appartements de MM BARBAUDY et TANANT sont situés au dernier étage des immeubles Tangara (face au bâtiment supportant les antennes) et Jacamar (supportant les antennes sur son toit)Appt M. BARDAUDY /Imm, TANGARAAppt TANANT/ Imm JACAMAR";"06200";"NICE";"18/09/2001";"En extérieur";"FicheMesure157.pdf";"Oui";"2,7";"Divers";"BUREAU VERITAS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,79";"";"0,53";"";"";"";"";"";"";"";"";""
"158";"7,2875";"43,696111";"43°41'46.000N 7°17'15.000E";"06088";"Avenue Jeanne Marlin";"Les mesures de champs électromagnétique ont été réalisées dans l'appartement de M. COMTE (N° 42), au 8iéme étage de l'immeuble et dans les couloirs de cet étage.";"06300";"NICE";"19/09/2001";"En intérieur";"FicheMesure158.pdf";"Oui";"0,8";"Lieu d'habitation";"BUREAU VERITAS";"";"0,08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,28";"";"";"";"";"";"";"0,08";"";"90"
"159";"6,141667";"43,225833";"43°13'32.999N 6°8'30.001E";"83091";"Rue de la Chapelle";"mesures effectuées dans la maison de village de M. Martin";"83390";"PIERREFEU DU VAR";"26/10/2001";"En extérieur";"FicheMesure159.pdf";"Oui";"0";"Divers";"BUREAU VERITAS";"";"";"0,17";"";"";"";"";"";"";"";"";"";"";"";"0,2";"";"";"";"";"";"";"";"";"0,17";"";""
"160";"7,453611";"43,761111";"43°45'40.000N 7°27'13.000E";"06104";"Avenue de la Côte d'Azur";"Immeuble le RAMENGAO - entrée 6appartements de Me LIONNARD et de M.ALBANO-HANNOIRE au 9° étage";"06190";"ROQUEBRUNE CAP MARTIN";"11/10/2001";"En extérieur";"FicheMesure160.pdf";"Oui";"0";"Divers";"BUREAU VERITAS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,54";"";"0,14";"";"";"";"";"";"";"";"";""
"161";"5,4875";"44,027778";"44°1'40.001N 5°29'15.000E";"84107";"Ecole primaire Lou Fourmigie";"Ecole primaire et maternelle de Saint Christol.Mesures réalisées à l'extérieur (cour du primaire au Sud et de la maternelle au Nord) et à l'intérieur, dans l'ensemble des locaux.";"84390";"SAINT CHRISTOL";"12/09/2001";"En intérieur";"FicheMesure161.pdf";"Oui";"0,6";"Lieu d'habitation";"BUREAU VERITAS";"";"";"0,17";"";"";"";"";"";"";"";"";"";"";"";"0,26";"";"";"";"";"";"";"";"";"0,17";"";"71,667"
"162";"6,634444";"43,308056";"43°18'29.002N 6°38'3.998E";"83115";"Avenue de Lattre de Tassigny";"Immeuble Splendid AzurAppartement N° 62 - 6° étage";"83120";"SAINTE MAXIME";"08/10/2001";"En intérieur";"FicheMesure162.pdf";"Oui";"0,7";"Lieu d'habitation";"BUREAU VERITAS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,14";"";"0,1";"";"";"";"";"";"";"";"";""
"163";"5,982222";"43,118333";"43°7'5.999N 5°58'55.999E";"83137";"Rue Hippolite Taine";"Ecole BRUNET - FONT PRE";"83000";"TOULON";"22/11/2001";"En extérieur";"FicheMesure163.pdf";"Oui";"1,6";"Rue / Route / Parking";"BUREAU VERITAS";"";"0,1";"";"";"";"";"";"0,07";"";"";"";"";"";"";"3,19";"";"";"";"";"";"";"";"";"0,122";"";"92,371"
"164";"5,936944";"43,134167";"43°8'3.001N 5°56'12.998E";"83137";"Place du Lieutenant Lauret";"Ecole élémentaire Val Fleuri";"83000";"TOULON";"20/11/2001";"En extérieur";"FicheMesure164.pdf";"Oui";"1,6";"Rue / Route / Parking";"BUREAU VERITAS";"";"0,31";"";"";"";"";"";"";"";"";"";"";"";"";"0,57";"";"0,46";"";"";"";"";"";"";"0,31";"";"80,625"
"165";"5,537222";"43,305833";"43°18'20.999N 5°32'13.999E";"13005";"Route d'Eoures";"Centre Aéré CASTEL MARGOT";"13400";"AUBAGNE";"21/11/2001";"En extérieur";"FicheMesure165.pdf";"Oui";"1,2";"Rue / Route / Parking";"BUREAU VERITAS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,4";"";"";"";"";"";"";"";"";"";"";""
"166";"5,709167";"43,184722";"43°11'4.999N 5°42'33.001E";"83112";"Boulevard de Lattre de Tassigny";"Angle des Bd De Lattre de Tassigny et ED Seillon";"83270";"SAINT CYR SUR MER";"19/11/2001";"En extérieur";"FicheMesure166.pdf";"Oui";"1,1";"Rue / Route / Parking";"BUREAU VERITAS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,02";"";"";"";"";"";"";"";"";"";"";""
"167";"4,873889";"43,961667";"43°57'42.001N 4°52'26.000E";"84092";"Allée Allées de Cassagne";"Mesures réalisées dans l'enceinte et dans les locaux de l'Ecole Charles de Foucault au pontet.";"84130";"PONTET";"07/11/2001";"En intérieur";"FicheMesure167.pdf";"Oui";"0,6";"Lieu d'habitation";"BUREAU VERITAS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,15";"";"";"";"";"";"";"";"";"";"";""
"168";"7,486667";"43,765";"43°45'54.000N 7°29'12.001E";"06104";"Avenue Aristide Briand";"Résidence LE BELLE VUE comportant les bâtiments A (antennes) et B (point de mesures)";"06190";"ROQUEBRUNE CAP MARTIN";"11/12/2001";"En extérieur";"FicheMesure168.pdf";"Oui";"3,6";"Divers";"BUREAU VERITAS";"";"0,43";"";"";"";"";"";"0,18";"";"";"";"";"";"";"4,22";"";"0,56";"";"";"";"";"";"";"0,466";"";"87,051"
"169";"5,262778";"43,65";"43°39'0.000N 5°15'46.001E";"13050";"Complexe sportif-quartier Bertoire";"";"13410";"LAMBESC";"27/12/2001";"En extérieur";"FicheMesure169.pdf";"Oui";"1";"Rue / Route / Parking";"BUREAU VERITAS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,01";"";"0,11";"";"";"";"";"";"";"";"";""
"170";"5,366111";"43,572222";"43°34'19.999N 5°21'58.000E";"13032";"Château d'eau d'Eguilles";"mesures effectuées sur l'ensemble du terrain communal entourant le château d'eau en partie haute du village.";"13510";"EGUILLES";"29/11/2001";"En extérieur";"FicheMesure170.pdf";"Oui";"1,1";"Rue / Route / Parking";"BUREAU VERITAS";"";"";"";"";"0,29";"";"";"";"";"";"";"";"";"";"1,12";"";"0,36";"";"";"";"";"";"";"0,29";"";"73,636"
"171";"5,609722";"43,193333";"43°11'35.999N 5°36'34.999E";"13028";"Avenue Guillaume Dulac";"Résidences La Treille";"13600";"CIOTAT";"16/11/2001";"En extérieur";"FicheMesure171.pdf";"Oui";"0,6";"Rue / Route / Parking";"BUREAU VERITAS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,13";"";"0,22";"";"";"";"";"";"";"";"";""
"175";"3,916111";"43,585278";"43°35'7.001N 3°54'58.000E";"34129";"Mas de Gau";"";"34970";"LATTES";"06/12/2001";"En extérieur";"FicheMesure175.pdf";"Oui";"0";"Divers";"SATELIT";"";"";"1,14";"";"";"";"";"0,08";"";"";"";"";"";"";"0,08";"";"0,31";"";"";"";"";"";"";"1,143";"";""
"176";"5,386111";"43,427222";"43°25'37.999N 5°23'10.000E";"13015";"Carrefour de la Malle CD 60D";"Le site se trouve sur le toit terrasse de la régie culturelle régionale";"13320";"BOUC BEL AIR";"04/12/2001";"En extérieur";"FicheMesure176.pdf";"Oui";"0";"Divers";"SATELIT";"";"";"26,49";"";"";"";"";"";"";"";"";"";"";"";"0,59";"";"";"";"";"";"";"";"";"26,49";"";""
"177";"5,46";"43,460278";"43°27'37.001N 5°27'36.000E";"13041";"Stade Fontvenelle";"2ème pylône d'éclairage du stade";"13120";"GARDANNE";"04/12/2001";"En extérieur";"FicheMesure177.pdf";"Oui";"0";"Divers";"SATELIT";"";"0,59";"12,72";"";"";"";"";"";"";"";"";"";"";"";"0,28";"";"";"";"";"";"";"";"";"12,734";"";""
"178";"5,202778";"43,415556";"43°24'56.002N 5°12'10.001E";"13054";"Rue Pierre René Mayan";"Le site se trouve en bordure d'un complexe spôrtif, dans les faubourgs de Marignane";"13700";"MARIGNANE";"05/12/2001";"En extérieur";"FicheMesure178.pdf";"Oui";"0";"Rue / Route / Parking";"SATELIT";"";"";"14,19";"";"";"";"";"0,06";"";"";"";"";"";"";"0,26";"";"";"";"";"";"";"";"";"14,19";"";""
"179";"5,376389";"43,305556";"43°18'20.002N 5°22'35.000E";"13203";"Rue Lucien Rolmer";"Toit terrasse de l'immeuble";"13003";"MARSEILLE 3E ARRONDISSEMENT";"05/12/2001";"En extérieur";"FicheMesure179.pdf";"Oui";"0";"Divers";"SATELIT";"";"";"2,37";"";"0,29";"";"";"";"";"";"";"";"";"";"0,42";"";"0,14";"";"";"";"";"";"";"2,388";"";""
"180";"4,041944";"43,646944";"43°38'48.998N 4°2'30.998E";"34176";"Rue Lou Claou de la Oulivettas";"";"34130";"MUDAISON";"06/12/2001";"En extérieur";"FicheMesure180.pdf";"Oui";"0";"Divers";"SATELIT";"";"";"1,02";"";"";"";"";"";"";"";"";"";"";"";"0,11";"";"";"";"";"";"";"";"";"1,02";"";""
"209";"4,986667";"43,929444";"43°55'45.998N 4°59'12.001E";"84132";"Chemin Le Bourdis";"Centre aéré Le Bourdis";"84250";"THOR";"30/01/2002";"En extérieur";"FicheMesure209.pdf";"Oui";"0,2";"Divers";"APAVE";"";"";"0,15";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,29";"";"";"";"";"";"";"0,15";"";"25"
"210";"4,986667";"43,929444";"43°55'45.998N 4°59'12.001E";"84132";"Chemin Le Bourdis";"Centre aéré Le Bourdis";"84250";"THOR";"30/01/2002";"En intérieur";"FicheMesure210.pdf";"Oui";"0,01";"Lieu d'habitation";"APAVE";"";"";"0,2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,2";"";"-1900"
"211";"4,987778";"43,930556";"43°55'50.002N 4°59'16.001E";"84132";"Chemin des Coudelières";"Lotissement Li CarignansRésidence de M. et Mme JACCOMOvoir schéma";"84250";"THOR";"30/01/2002";"En intérieur";"FicheMesure211.pdf";"Oui";"0,08";"Lieu d'habitation";"APAVE";"";"";"0,2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,24";"";"";"";"";"";"";"0,2";"";"-150"
"212";"4,987778";"43,930556";"43°55'50.002N 4°59'16.001E";"84132";"Chemin des Coudelières";"Lotissement Li CarignansRésidence de M. et Mme JACCOMOvoir schéma";"84250";"THOR";"30/01/2002";"En intérieur";"FicheMesure212.pdf";"Oui";"0,24";"Lieu d'habitation";"APAVE";"";"";"0,31";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,18";"";"";"";"";"";"";"0,31";"";"-29,167"
"213";"4,989722";"43,929722";"43°55'46.999N 4°59'22.999E";"84132";"Traverse Bourdis";"Crèche L'Arlequine";"84250";"THOR";"30/01/2002";"En extérieur";"FicheMesure213.pdf";"Oui";"0,22";"Rue / Route / Parking";"APAVE";"";"";"0,21";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,21";"";"";"";"";"";"";"0,21";"";"4,545"
"223";"5,413056";"43,452222";"43°27'7.999N 5°24'47.002E";"13015";"Rue Courteisade";"Dans la chambre au 1er étage de l'habitation";"13320";"BOUC BEL AIR";"18/02/2002";"En intérieur";"FicheMesure223.pdf";"Oui";"0,53";"Lieu d'habitation";"APAVE";"";"";"0,24";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,24";"";"54,717"
"224";"5,412222";"43,451111";"43°27'4.000N 5°24'43.999E";"13015";"Rue des Ecoles";"Appartement situé au 1er étage de l'immeuble";"13320";"BOUC BEL AIR";"18/02/2002";"En intérieur";"FicheMesure224.pdf";"Oui";"0,88";"Lieu d'habitation";"APAVE";"";"0,36";"";"";"";"";"";"0,13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,383";"";"56,505"
"225";"5,412222";"43,451389";"43°27'5.000N 5°24'43.999E";"13015";"Impasse de la pie";"Dans la chambre au 1er étage de l'habitation";"13320";"BOUC BEL AIR";"18/02/2002";"En intérieur";"FicheMesure225.pdf";"Oui";"0,46";"Lieu d'habitation";"APAVE";"";"0,33";"0,15";"";"";"";"";"0,06";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,367";"";"20,125"
"226";"5,412222";"43,451667";"43°27'6.001N 5°24'43.999E";"13015";"Rue des écoles";"Dans la chambre d'enfant au 1er étage de la maison de M et Mme Giordano";"13320";"BOUC BEL AIR";"18/02/2002";"En intérieur";"FicheMesure226.pdf";"Oui";"0,71";"Lieu d'habitation";"APAVE";"";"0,24";"0,18";"";"";"";"";"0,19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,355";"";"49,985"
"291";"6,976111";"43,645833";"43°38'44.999N 6°58'34.000E";"06069";"Chemin des parettes";"Point A : Nord-Est du pylône.";"06130";"GRASSE";"15/10/2001";"En extérieur";"FicheMesure291.pdf";"Oui";"0,8";"Rue / Route / Parking";"BUREAU VERITAS";"";"0,1";"";"";"0,76";"";"";"0,35";"";"";"";"";"";"";"2,02";"";"2,91";"";"";"";"";"";"";"0,843";"";"-5,334"
"293";"6,976111";"43,645833";"43°38'44.999N 6°58'34.000E";"06069";"Chemin des Parettes";"Point B2 : Ouest du pylône Bolla ( site hors fonctionnement)";"06130";"GRASSE";"15/10/2001";"En extérieur";"FicheMesure293.pdf";"Oui";"0,8";"Rue / Route / Parking";"BUREAU VERITAS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3,69";"";"";"";"";"";"";"";"";""
"296";"5,368333";"43,298611";"43°17'55.000N 5°22'5.999E";"13202";"Place des Moulins";"Point A : Chambre, appartement Mme SAUVAGE 3e étage";"13002";"MARSEILLE 2E ARRONDISSEMENT";"05/11/2001";"En intérieur";"FicheMesure296.pdf";"Oui";"5,3";"Lieu d'habitation";"BUREAU VERITAS";"";"0,1";"0,09";"";"";"";"";"";"";"";"";"";"";"";"4,27";"";"0,75";"";"";"";"";"";"";"0,135";"";"97,462"
"324";"3,758333";"43,585278";"43°35'7.001N 3°45'29.999E";"34202";"Ancien chemin du Murviel";"Point B : chambre de la fille de Mr Esteve au 1er étage";"34570";"PIGNAN";"07/11/2001";"En intérieur";"FicheMesure324.pdf";"Oui";"0,1";"Lieu d'habitation";"BUREAU VERITAS";"";"";"0,13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,13";"";"-30"
"366";"5,929722";"43,103889";"43°6'14.000N 5°55'46.999E";"83137";"Chemin de la pinède";"Dans la chambre à coucher de m et Mme Privé, au premier étage de la villa.";"83000";"TOULON";"19/02/2002";"En intérieur";"FicheMesure366.pdf";"Oui";"0,96";"Lieu d'habitation";"APAVE";"";"0,1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,7";"";"";"";"";"";"";"0,1";"";"89,583"
"367";"5,929722";"43,103889";"43°6'14.000N 5°55'46.999E";"83137";"Chemin de la pinède";"Dans le jardin de M et Mme Privé";"83000";"TOULON";"19/02/2002";"En extérieur";"FicheMesure367.pdf";"Oui";"0,83";"Divers";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,74";"";"";"";"";"";"";"";"";""
